,fluxes,kcat,MW,kcat_MW,source,equ
RBFSb,0.00044931114066225136,2112.797999,70.3347,30.039198276242022,,2.0 dmlz_c --> 4r5au_c + ribflv_c
EX_pi_e,0.0,,,,,pi_e --> 
EX_h_e,49.850270286083685,,,,,h_e --> 
DMATT,0.0002800638948522462,2158.457144,32.1596,67.11703951541686,,dmpp_c + ipdp_c --> grdp_c + ppi_c
GRTT,0.0002800638948522462,28417.54286,32.1596,883.6410546151072,,grdp_c + ipdp_c --> frdp_c + ppi_c
UPP3S,0.00044931114066223526,1029909.6,27.7979,37049.90664762446,,hmbil_c --> h2o_c + uppg3_c
UPPDC1,0.00022465557033111763,1199329.2,39.2481,30557.63718498475,,4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c
TMDPP,0.0,518695.9999,94.4142,5493.8346128018875,,pi_c + thymd_c --> 2dr1p_c + thym_c
EX_ade_e,0.0,,,,,ade_e --> 
EX_4abut_e,0.0,,,,,4abut_e --> 
EX_ac_e,0.0,,,,,ac_e --> 
EX_akg_e,0.0,,,,,akg_e --> 
EX_ala__L_e,0.0,,,,,ala__L_e --> 
EX_arg__L_e,0.0,,,,,arg__L_e --> 
EX_asp__L_e,0.0,,,,,asp__L_e --> 
EX_cytd_e,0.0,,,,,cytd_e --> 
EX_dcyt_e,0.0,,,,,dcyt_e --> 
EX_fum_e,0.0,,,,,fum_e --> 
EX_glu__L_e,0.0,,,,,glu__L_e --> 
EX_gua_e,0.0,,,,,gua_e --> 
HCO3E,0.7866773173101913,12149915296.0,47.5285,255634309.85619155,,co2_c + h2o_c --> h_c + hco3_c
IMPC,0.0,24617.81365,57.3292,429.41142820761496,,h2o_c + imp_c --> fprica_c
IMPD,0.0,29421.28236,208.0898,141.38743158001978,,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c
ECOAH4,0.35852208237416205,4002840.0,77.0722,51936.23641209152,,3hdcoa_c --> dc2coa_c + h2o_c
GLUTRS,0.003594489125297882,3869.7523130000004,53.8157,71.90749749608386,,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c
TMPPP,0.00022465557033111763,3596400.0,23.0153,156261.26967712786,,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c
URIK1,0.0,526466.952,24.3531,21618.06718651835,,atp_c + uri_c --> adp_c + h_c + ump_c
URIK2,0.0,5767.38,24.3531,236.82323810931663,,gtp_c + uri_c --> gdp_c + h_c + ump_c
CYTDK1,0.0,526466.952,24.3531,21618.06718651835,,atp_c + cytd_c --> adp_c + cmp_c + h_c
CYTDK2,0.0,526466.952,24.3531,21618.06718651835,,cytd_c + gtp_c --> cmp_c + gdp_c + h_c
XPPT,0.2450337446659061,52075.78877,67.8824,767.1471363711363,,prpp_c + xan_c --> ppi_c + xmp_c
HXPRT,0.0,29510.152000000002,67.8824,434.7246414387234,,hxan_c + prpp_c --> imp_c + ppi_c
NDPK5,0.0,664696.5401,23.586,28181.825663529213,,atp_c + dgdp_c --> adp_c + dgtp_c
DHORTS,0.0,220052.0861,77.6548,2833.721625707619,,dhor__S_c + h2o_c --> cbasp_c + h_c
OMPDC,0.33325084927211684,238272.5318,52.7005,4521.257517480859,,h_c + orot5p_c --> co2_c + ump_c
CS,4.15298549253887,703800.0,288.0899,2442.987414692428,median,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c
ICDHyr,4.15298549253887,1584000000.0,91.5134,17308940.548597254,BRENDA and SABIO-RK,icit_c + nadp_c --> akg_c + co2_c + nadph_c
ACALD,0.0,39708.0,33.4425,1187.351424086118,,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c
ACS,0.0,2071300.0,72.0936,28730.705638225863,,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c
PPA,3.772592636214572,370525.8463,26.9004,13773.990212041455,,h2o_c + ppi_c --> h_c + 2.0 pi_c
PPCK,0.0,96962.89655,59.6435,1625.707689018921,,atp_c + oaa_c --> adp_c + co2_c + pep_c
ME1,0.0,472238.3999,252.7893,1868.1107147335752,,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c
ALAR,0.04199145059435716,152416.8,77.6892,1961.878871194452,,ala__L_c --> ala__D_c
ALATA_L,0.0,161428.4527,91.0347,1773.2628624030176,,akg_c + ala__L_c --> glu__L_c + pyr_c
XYLK,0.0,2569370.4,105.2365,24415.20194989381,,atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c
RBK,0.0,60150.85715,64.581,931.4017613539586,,atp_c + rib__D_c --> adp_c + h_c + r5p_c
GLYK,0.0,11826000.0,224.9231,52577.96998174042,,atp_c + glyc_c --> adp_c + glyc3p_c + h_c
PPM,0.0,292975.7143,44.37,6603.013619562767,,r1p_c --> r5p_c
ASPTA,0.0,553694.2355,87.0756,6358.776000395059,,akg_c + asp__L_c --> glu__L_c + oaa_c
FBP,0.0,600801.2399,29.721,20214.704750849567,,fdp_c + h2o_c --> f6p_c + pi_c
GLGC,0.0,273324.5143,194.7906,1403.170965642079,,atp_c + g1p_c + h_c --> adpglc_c + ppi_c
PYK,4.143539481469734,9171089.867,202.9177,45196.10594344408,,adp_c + h_c + pep_c --> atp_c + pyr_c
A5PISO,0.039200885886656725,424938.4614,136.1257,3121.662268036087,,ru5p__D_c --> ara5p_c
EX_met__L_e,0.0,,,,,met__L_e --> 
EX_metsox_S__L_e,0.0,,,,,metsox_S__L_e --> 
IPPMIb,0.0,9598.568465,72.3693,132.6331533537011,,2ippm_c + h2o_c --> 3c3hmp_c
ACHBS,0.2926859111781582,131391.2571,143.0927,918.2247389279815,,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c
ACLS,0.8808583724829966,140584.4308,143.0927,982.4710191365456,,h_c + 2.0 pyr_c --> alac__S_c + co2_c
PSCVT,0.38394845878486644,66641.84392,46.0958,1445.724858230034,,pep_c + skm5p_c --> 3psme_c + pi_c
ANS,0.05726500710462654,30093.410930000002,228.7288,131.56808819003118,,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c
ANPRT,0.05726500710462654,4895.886082,113.7399,43.044578745013844,,anth_c + prpp_c --> ppi_c + pran_c
CHORM,0.32578482939891545,504308305.1,84.085,5997601.297496581,,chor_c --> pphn_c
CHORS,0.38394845878486644,35853.475419999995,156.5498,229.02281203808624,,3psme_c --> chor_c + pi_c
IGPS,0.05726500710462654,13523.15849,49.4923,273.23762464060064,,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c
EX_crn_e,0.0,,,,,crn_e --> 
EX_fe3_e,-0.0,,,,,fe3_e --> 
EX_glcn_e,0.0,,,,,glcn_e --> 
EX_gln__L_e,0.0,,,,,gln__L_e --> 
EX_glyc_e,0.0,,,,,glyc_e --> 
EX_man_e,0.0,,,,,man_e --> 
EX_mn2_e,0.0,,,,,mn2_e --> 
EX_rib__D_e,0.0,,,,,rib__D_e --> 
EX_sbt__D_e,0.0,,,,,sbt__D_e --> 
ECOAH6,0.15154478983753078,4002840.0,77.0722,51936.23641209152,,3htdcoa_c --> h2o_c + td2coa_c
ENO,7.98674247160581,828000.0,91.3099,9068.020006592933,BRENDA and SABIO-RK,2pg_c --> h2o_c + pep_c
FBA,1.8029313709934272,313200.0,78.2945,4000.2809903633083,BRENDA and SABIO-RK,fdp_c --> dhap_c + g3p_c
MGSA,0.0,877072.5,101.5115,8640.12944346207,,dhap_c --> mthgxl_c + pi_c
PPS,0.0,1416119.76,174.8702,8098.119405135922,,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c
PGI,1.5141723988876936,4689890.6,123.0595,38110.756178921576,,g6p_c --> f6p_c
PGK,0.0,982517.4173,41.1182,23894.95204799821,,3pg_c + atp_c --> 13dpg_c + adp_c
EDA,6.143902096195539,259742.268,66.8521,3885.326982996795,,2ddg6p_c --> g3p_c + pyr_c
PGL,7.892171744512345,184850.9778,36.3076,5091.247501900429,,6pgl_c + h2o_c --> 6pgc_c + h_c
RPE,0.38394845878486644,4676669.01,24.5542,190463.09837013626,,ru5p__D_c --> xu5p__D_c
TALA,0.38394845878486644,551472.9062,35.6588,15465.268214297732,,g3p_c + s7p_c --> e4p_c + f6p_c
TKT1,0.38394845878486644,43499085.23,73.0427,595529.5358742215,,r5p_c + xu5p__D_c --> g3p_c + s7p_c
G6PDA,0.0,1036669.0909999999,178.6452,5802.949595063287,,gam6p_c + h2o_c --> f6p_c + nh4_c
ALCD2x,0.0,614130.9232,141.5183,4339.586634378734,,etoh_c + nad_c --> acald_c + h_c + nadh_c
ALDD2y,0.0,58605.48,29.41,1992.7058823529408,,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c
RMI,0.0,539316.0,188.7978,2856.579896587777,,rmn_c --> rml_c
EX_ura_e,0.0,,,,,ura_e --> 
EX_val__L_e,0.0,,,,,val__L_e --> 
EX_xan_e,0.0,,,,,xan_e --> 
FMNAT,0.0002246555703311337,168.39666,34.7343,4.8481374318756965,,atp_c + fmn_c + h_c --> fad_c + ppi_c
NADDP,0.0,375317.55,59.3779,6320.828961617032,,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c
NMNAT,0.0,27709.78505,24.528,1129.7205255218526,,atp_c + h_c + nmn_c --> nad_c + ppi_c
HMPK1,0.0,779.6571444,61.6948,12.637323476208696,,4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c
NDPK6,0.0,664696.5401,23.586,28181.825663529213,,atp_c + dudp_c --> adp_c + dutp_c
NDPK8,0.0,664696.5401,23.586,28181.825663529213,,atp_c + dadp_c --> adp_c + datp_c
PYNP2r,0.0,263696.0,162.9545,1618.2185824877497,,pi_c + uri_c --> r1p_c + ura_c
DURIPP,0.0,108121.8461,94.4142,1145.1862760050924,,duri_c + pi_c --> 2dr1p_c + ura_c
PTRCTA,0.0,,,,,akg_c + ptrc_c --> 4abutn_c + glu__L_c
CYSDS,0.0,16547.36585,172.8495,95.732795582284,,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c
TRPAS2,0.0,18958.90909,211.0938,89.8127234906947,,h2o_c + trp__L_c --> indole_c + nh4_c + pyr_c
NDP3,0.0,2073051.733,17.4329,118916.057167769,,gdp_c + h2o_c --> gmp_c + h_c + pi_c
CDPPH,0.0,1828990.311,35.353,51735.08078522332,,cdp_c + h2o_c --> cmp_c + h_c + pi_c
NDP7,0.0,1828990.311,35.353,51735.08078522332,,h2o_c + udp_c --> h_c + pi_c + ump_c
EX_co2_e,15.087934392228078,,,,,co2_e --> 
PMDPHT,0.00044931114066225136,5574.399998,27.122,205.53056551876702,,5aprbu_c + h2o_c --> 4r5au_c + pi_c
ILETA,0.0,802172.3112,204.5619,3921.416017352205,,akg_c + ile__L_c --> 3mop_c + glu__L_c
VALTA,0.0,690943.2725,204.5619,3377.673322842621,,akg_c + val__L_c --> 3mob_c + glu__L_c
ORPT,0.0,15318.36,47.13399999999999,324.995968939619,,orot5p_c + ppi_c --> orot_c + prpp_c
RBFSa,0.0008986222813245027,1006.207715,969.3906,1.0379796492765665,,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c
DHAD2,0.2926859111781582,167295.7863,131.0631,1276.4522302616072,,23dhmp_c --> 3mop_c + h2o_c
G1PP,0.0,263400.0,22.732,11587.189864508182,,g1p_c + h2o_c --> glc__D_c + pi_c
PFL,0.1096712078608334,46080.0,114.1398,403.7154436927346,BRENDA,coa_c + pyr_c --> accoa_c + for_c
FRD2,0.0,3770063.233,121.2166,31101.87245806268,,fum_c + mql8_c --> mqn8_c + succ_c
FRD3,0.0,,,,,2dmmql8_c + fum_c --> 2dmmq8_c + succ_c
POX,7.233395175505606,,,,,h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c
PTAr,0.0,5373508.068,72.1335,74493.93233379775,,accoa_c + pi_c --> actp_c + coa_c
ACKr,7.819903372226646,2953305.5530000012,42.4337,69598.11548368397,,ac_c + atp_c --> actp_c + adp_c
EX_hxan_e,0.0,,,,,hxan_e --> 
EX_ile__L_e,0.0,,,,,ile__L_e --> 
EX_lac__L_e,0.0,,,,,lac__L_e --> 
EX_leu__L_e,0.0,,,,,leu__L_e --> 
EX_no3_e,0.0,,,,,no3_e --> 
EX_orn_e,0.0,,,,,orn_e --> 
EX_pro__L_e,0.0,,,,,pro__L_e --> 
EX_pyr_e,0.0,,,,,pyr_e --> 
EX_succ_e,0.0,,,,,succ_e --> 
EX_thymd_e,0.0,,,,,thymd_e --> 
EX_tyr__L_e,0.0,,,,,tyr__L_e --> 
MOAT,0.019600442943328363,,,,,ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c
UDCPDPS,5.5408324521128566e-05,8235.163739,56.8883,144.7602360942408,,frdp_c + 8.0 ipdp_c --> 8.0 ppi_c + udcpdp_c
USHD,0.019600442943328363,,,,,h2o_c + u23ga_c --> 2.0 h_c + lipidX_c + ump_c
LPADSS,0.019600442943328363,,,,,lipidX_c + u23ga_c --> h_c + lipidAds_c + udp_c
TDSK,0.019600442943328363,8640.0,35.5893,242.76959647984089,,atp_c + lipidAds_c --> adp_c + h_c + lipidA_c
EX_btn_e,0.0,,,,,btn_e --> 
EX_ptrc_e,0.0,,,,,ptrc_e --> 
EX_spmd_e,-0.0,,,,,spmd_e --> 
EX_thym_e,-0.0,,,,,thym_e --> 
EX_xtsn_e,0.0,,,,,xtsn_e --> 
NTPP1,0.0,51435.72,14.9271,3445.7945615692265,,dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c
NTPP2,0.0,24891.6,14.9271,1667.5442651285246,,gtp_c + h2o_c --> gmp_c + h_c + ppi_c
NTPTP1,0.0,14400000.0,356.2976,40415.65253316329,,dgtp_c + h2o_c --> dgsn_c + pppi_c
NTPTP2,0.0,,,,,gtp_c + h2o_c --> gsn_c + pppi_c
IPMD,0.45387577917869404,79982.47458,40.3149,1983.9432710982785,,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c
AIRC3,0.0,41068.35443,142.2426,288.72049885196134,,5aizc_c --> 5caiz_c
ADSL2r,0.4511184594657487,407904.3968,206.1712,1978.4741845611802,,25aics_c --> aicar_c + fum_c
EX_fe2_e,0.0,,,,,fe2_e --> 
PUNP5,0.2450337446659061,4521917.455,155.6995,29042.594581228583,,ins_c + pi_c --> hxan_c + r1p_c
PUNP6,0.0,122306.4,155.6995,785.5285341314519,,din_c + pi_c --> 2dr1p_c + hxan_c
PUNP7,0.0,122306.4,179.0077,683.2465865993472,,pi_c + xtsn_c --> r1p_c + xan_c
RNDR1,0.0,10192.2,270.3917,37.694204370918186,,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c
RNDR3,0.0,10192.2,270.3917,37.694204370918186,,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c
RNDR4,0.0,10048.049729999999,270.3917,37.161087895819286,,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c
TMDS,0.026360258534905937,13714.11185,60.9594,224.97124069462623,,dump_c + mlthf_c --> dhf_c + dtmp_c
TMDK1,0.0,3096.0,23.4566,131.9884382220782,,atp_c + thymd_c --> adp_c + dtmp_c + h_c
PPCDC,0.0006790038314040125,6720.000001,521.2577,12.89189589141801,,4ppcys_c + h_c --> co2_c + pan4p_c
FTHFD,0.3392006959016042,,,,,10fthf_c + h2o_c --> for_c + h_c + thf_c
EX_glc__D_e,0.0,,,,,glc__D_e --> 
EDD,6.143902096195539,,,,,6pgc_c --> 2ddg6p_c + h2o_c
DHQTi,0.38394845878486644,287753.1629,54.9333,5238.22823132781,,3dhq_c --> 3dhsk_c + h2o_c
PUNP1,0.0,103077.0,155.6995,662.0252473514687,,adn_c + pi_c --> ade_c + r1p_c
PUNP2,0.0,122306.4,155.6995,785.5285341314519,,dad_2_c + pi_c --> 2dr1p_c + ade_c
PUNP3,0.0,177230.7692,155.6995,1138.2873368251026,,gsn_c + pi_c --> gua_c + r1p_c
LYSAM,0.0,149549.4,38.75,3859.339354838709,,lys__L_c --> 36dahx_c
DHAD1,0.8808583724829966,167295.7863,131.0631,1276.4522302616072,,23dhmb_c --> 3mob_c + h2o_c
IPPMIa,0.0,9598.568465,72.3693,132.6331533537011,,3c2hmp_c --> 2ippm_c + h2o_c
EX_alltn_e,0.0,,,,,alltn_e --> 
G3PD7,0.0,119880.0,148.4235,807.6888093866537,,2dmmq8_c + glyc3p_c --> 2dmmql8_c + dhap_c
NADH9,0.0,11645835.26,40.34,288691.9995042141,,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c
NADH10,0.0,11645835.26,40.34,288691.9995042141,,h_c + mqn8_c + nadh_c --> mql8_c + nad_c
MDH,4.116861279799344,1763891.425,64.6746,27273.325617785034,,mal__L_c + nad_c --> h_c + nadh_c + oaa_c
FUM,4.120344952275599,2007062.666,120.2106,16696.2203499525,,fum_c + h2o_c --> mal__L_c
PYDXNK,0.0,49056.84,61.6948,795.1535623747867,,atp_c + pydxn_c --> adp_c + h_c + pdx5p_c
PYAM5PO,0.0,10321.51305,51.0903,202.02490590190308,,h2o_c + o2_c + pyam5p_c --> h2o2_c + nh4_c + pydx5p_c
OHPBAT,0.0,5316.62418,79.5666,66.81979850841937,,glu__L_c + ohpb_c --> akg_c + phthr_c
EX_dgsn_e,0.0,,,,,dgsn_e --> 
EX_arab__L_e,0.0,,,,,arab__L_e --> 
EX_fru_e,0.0,,,,,fru_e --> 
EX_gal_e,-0.0,,,,,gal_e --> 
EX_xyl__D_e,0.0,,,,,xyl__D_e --> 
EX_duri_e,0.0,,,,,duri_e --> 
EX_for_e,0.0,,,,,for_e --> 
EX_gly_e,0.0,,,,,gly_e --> 
EX_h2_e,0.0,,,,,h2_e --> 
EX_lys__L_e,0.0,,,,,lys__L_e --> 
EX_ser__L_e,0.0,,,,,ser__L_e --> 
EX_thm_e,0.0,,,,,thm_e --> 
EX_trp__L_e,0.0,,,,,trp__L_e --> 
GLUTRR,0.003594489125297882,719683.2,92.6136,7770.815517375418,,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c
GLCS1,0.0,1093500.0,52.8224,20701.444841582357,,adpglc_c --> adp_c + glycogen_c + h_c
GLCP,0.0,,,,,glycogen_c + pi_c --> g1p_c
EX_din_e,0.0,,,,,din_e --> 
EX_fmn_e,0.0,,,,,fmn_e --> 
EX_gthox_e,0.0,,,,,gthox_e --> 
HEMEOS,0.0,,,,,frdp_c + h2o_c + pheme_c --> hemeO_c + ppi_c
ADMDC,0.0,16389.04362,30.3846,539.3865188286171,,amet_c + h_c --> ametam_c + co2_c
AGMT,0.0,5457.6,67.1141,81.31823268135908,,agm_c + h2o_c --> ptrc_c + urea_c
ARGDC,0.0,12120.54546,844.2524,14.356542498428194,,arg__L_c + h_c --> agm_c + co2_c
ARGSS,0.297987984122789,,,,,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c
AGPR,0.0,,,,,acg5sa_c + nadp_c + pi_c --> acg5p_c + h_c + nadph_c
SPMS,0.0,25013.45454,64.6428,386.9488100762962,,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c
G1SAT,0.003594489125297882,1836.0,90.7322,20.235373990711125,,glu1sa_c --> 5aop_c
KDOCT2,0.039200885886656725,52679.99999,27.6144,1907.7003299003416,,ctp_c + kdo_c --> ckdo_c + ppi_c
OAADC,0.0,600704.6036,66.8521,8985.575675259268,,h_c + oaa_c --> co2_c + pyr_c
MNNH,0.0,9947.999999,44.838,221.8653820197154,,mana_c --> 2ddglcn_c + h2o_c
ALTRH,0.0,,,,,altrn_c --> 2ddglcn_c + h2o_c
GUI1,0.0,244320.0,53.9872,4525.517159623022,,glcur_c --> fruur_c
PGAMT,0.0,5550.4693579999985,47.5436,116.74482702193356,,gam1p_c --> gam6p_c
UAGDP,0.09518948667913293,462342.3296,147.5702,3133.033157100824,,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c
UAGCVT,0.027994300396238105,11229.28003,44.8176,250.55513972189496,,pep_c + uacgam_c --> pi_c + uaccg_c
GLUR,0.0,172913.8737,31.002,5577.507054383586,,glu__D_c --> glu__L_c
UAG2E,0.0,10908.9,84.4892,129.11591067260667,,uacgam_c --> uacmam_c
EX_acald_e,-0.0,,,,,acald_e --> 
EX_melib_e,0.0,,,,,melib_e --> 
MACPD,0.0,,,,,h_c + malACP_c --> acACP_c + co2_c
DMQMT,0.0,,,,,2omhmbl_c + amet_c --> ahcys_c + h_c + q8h2_c
ICHORS_copy1,0.0,39634.36362,42.9316,923.1979152885052,,chor_c --> ichor_c
EX_sucr_e,-0.0,,,,,sucr_e --> 
EX_tre_e,0.0,,,,,tre_e --> 
EX_zn2_e,0.0,,,,,zn2_e --> 
HACD5,0.35852208237416205,4965491.502,77.0722,64426.492327973,,3oddcoa_c + h_c + nadh_c --> 3hddcoa_c + nad_c
DNMPPA,0.000673966710993274,,,,,dhpmp_c + h2o_c --> dhnpt_c + pi_c
HPPK2,0.000673966710993274,1798506.0,18.0788,99481.49213443368,,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c
PTPATi,0.0006790038314040125,37723.56682,107.0198,352.49147185847846,,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c
HEX7,0.0,2310746.4,32.4998,71100.32677124169,,atp_c + fru_c --> adp_c + f6p_c + h_c
DXPRIi,0.002406736132381355,6249426.001,86.77600000000002,72017.90818890018,,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c
OPHBDC,0.00022465557033111763,,,,,3ophb_c + h_c --> 2oph_c + co2_c
OHPHM,0.0,,,,,2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c
GHMT2r,1.0687540454786766,222126.1124,90.6332,2450.825000110335,,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c
DHORD2,0.0,159865.3806,36.7745,4347.180263497804,,dhor__S_c + q8_c --> orot_c + q8h2_c
ADK4,0.0,3008.017235000001,23.586,127.53401318578821,,amp_c + itp_c --> adp_c + idp_c
INSK,0.0,,,,,atp_c + ins_c --> adp_c + h_c + imp_c
ABTA,0.0,71091.5143,44.7291,1589.3794934393939,,4abut_c + akg_c --> glu__L_c + sucsal_c
SSALx,0.0,182752.9412,99.4357,1837.900685568664,,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c
ASPT,0.0,474852.857,209.4245,2267.4178856819517,,asp__L_c --> fum_c + nh4_c
SERD_L,0.0,940849.8545,48.7529,19298.336191282982,,ser__L_c --> nh4_c + pyr_c
THRD,0.0,560148.0001,40.351,13881.886448910807,,nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c
HEX4,0.0,,,,,atp_c + man_c --> adp_c + h_c + man6p_c
KARA1,0.0,8953.149298,216.2761,41.39685012814638,,23dhmb_c + nadp_c --> alac__S_c + h_c + nadph_c
KARA2,0.2926859111781582,281880.0,216.2761,1303.334025350004,BRENDA and SABIO-RK,2ahbut_c + h_c + nadph_c --> 23dhmp_c + nadp_c
ACCOAC,0.33555885784444256,132480.0,252.4556,524.7655429311134,BRENDA and SABIO-RK,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c
NADK,0.00045031856474508913,53413.2,195.3983,273.3555000222622,,atp_c + nad_c --> adp_c + h_c + nadp_c
ICHORS_copy2,0.0,39634.36362,97.5291,406.38500324518526,,chor_c --> ichor_c
SUCBZS,0.0,322400.0,35.4766,9087.680330133102,,2shchc_c --> h2o_c + sucbz_c
DHBD,0.0,62421.7091,104.9986,594.5003942909715,,23ddhb_c + nad_c --> 23dhb_c + h_c + nadh_c
ICHORT,0.0,116126.0,32.5543,3567.147811502628,,h2o_c + ichor_c --> 23ddhb_c + pyr_c
RBK_L1,0.0,212328.0,122.1788,1737.8465003748606,,atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c
RBP4E,0.0,64040.8,25.2777,2533.489993156023,,ru5p__L_c --> xu5p__D_c
NTD2,0.0,347934.6,25.3006,13752.029596136059,,h2o_c + ump_c --> pi_c + uri_c
NTD4,0.0,347934.6,26.9004,12934.17941740643,,cmp_c + h2o_c --> cytd_c + pi_c
NTD5,0.0,290100.0,20.255,14322.389533448533,,dtmp_c + h2o_c --> pi_c + thymd_c
NTD6,0.0,290100.0,20.255,14322.389533448533,,damp_c + h2o_c --> dad_2_c + pi_c
LGTHL,0.0,2805359.999,29.8397,94014.34997670887,,gthrd_c + mthgxl_c --> lgt__S_c
PYDXPP,0.0,18736.0,27.163,689.7618083422302,,h2o_c + pydx5p_c --> pi_c + pydx_c
PDXPP,0.0,18736.0,30.2013,620.3706462966827,,h2o_c + pdx5p_c --> pi_c + pydxn_c
HACD6,0.15154478983753078,4965491.502,77.0722,64426.492327973,,3otdcoa_c + h_c + nadh_c --> 3htdcoa_c + nad_c
ECOAH1,0.35852208237416205,3345870.0,77.0722,43412.151203676556,,3hbcoa_c --> b2coa_c + h2o_c
ECOAH2,0.35852208237416205,4002840.0,77.0722,51936.23641209152,,3hhcoa_c --> h2o_c + hx2coa_c
ECOAH3,0.35852208237416205,4002840.0,77.0722,51936.23641209152,,3hocoa_c --> h2o_c + oc2coa_c
UGLT,0.0,1062332.308,79.2914,13397.825085696555,,gal1p_c + udpg_c --> g1p_c + udpgal_c
