,kcat_mw,flux,enz useage,enz ratio
ACHBS_num1,918.235006529806,0.1911934900876932,0.00020821847209926322,0.0009172619916267102
GF6PTA,319.6641398597355,0.06218136740706076,0.0001945209351112863,0.0008569204189924507
NH4tex_num2,40867.014548933636,7.107288571882808,0.00017391259553282593,0.0007661347820829336
TRPAS2_reverse,215.5033747983532,0.03740766517991232,0.00017358273491036843,0.0007646816515875261
PSCVT,1445.7405401390124,0.25080963259685457,0.00017348177327360445,0.000764236886667861
ASPTA_reverse_num2,11231.23987474538,1.9267635854908267,0.00017155395192149323,0.0007557442815924811
BPNT,975.3270409008113,0.16286479943097776,0.0001669848087883998,0.0007356158977462545
Htex_reverse_num1,40867.014548933636,6.7163357632507825,0.00016434613189590173,0.0007239917704665274
PPA_num2,13774.14381931094,2.2301998137418044,0.00016191204643987604,0.000713268927047912
SULR,1083.8057445037132,0.16286479943097776,0.00015027120889228666,0.0006619877043713069
DHAD2,1276.4658652027294,0.1911934900876932,0.00014978347271145216,0.000659839086834591
IPMD_num2,1983.9629559582145,0.2964887989932107,0.00014944270915079284,0.0006583379257744178
ADSL2r,1978.4991352127427,0.29468761363014195,0.0001489450302936094,0.000656145507901363
DDPA_num3,1718.7489212665973,0.25080963259685457,0.00014592569600685218,0.0006428444758011109
3HAD120_num2,958.4716675599582,0.1352053837155559,0.0001410635163163005,0.0006214251820101344
IGPS,273.2409371822958,0.03740766517991232,0.00013690358979758356,0.0006030995145267998
ICDHyr,5180.534239703317,0.707570366450053,0.00013658250939203805,0.0006016850634010486
ASPCT_num2,1641.5109059395386,0.21769203953325994,0.0001326168706802842,0.000584215289340459
EAR161y,818.2821177326332,0.0989947796154997,0.0001209787889411576,0.0005329462067892405
EAR141y,818.2821177326332,0.0989947796154997,0.0001209787889411576,0.0005329462067892405
EAR121y,818.2821177326332,0.0989947796154997,0.0001209787889411576,0.0005329462067892405
PGK_reverse,76294.40909479125,8.989437614330647,0.00011782564044977147,0.0005190556848007553
G1SAT,20.235574713467127,0.002348056037892566,0.00011603604400372647,0.0005111720000164162
HSST,881.679573334668,0.10128689821975413,0.00011487948828923094,0.0005060770409217222
EAR160y,818.2821177326332,0.083990385651388,0.00010264233304293123,0.00045216886803053403
ADSL1r,1978.4991352127427,0.19696820750159133,9.95543561258175e-05,0.00043856544548818283
MCOATA,16269.884693733477,1.5881887776030392,9.761524482190998e-05,0.00043002310494233474
RPE,190464.64975581586,18.3439946521163,9.631180733870624e-05,0.00042428108959782486
PPM_reverse,6603.102910693277,0.6142219771948056,9.302020360762738e-05,0.00040978063263271975
T2DECAI,1085.041682123436,0.0989947796154997,9.123592323362735e-05,0.0004019203666679619
KARA1_reverse,6508.419655279398,0.5754099533867739,8.841008783445945e-05,0.0003894717525747112
3HAD160_num1,958.4716675599582,0.083990385651388,8.762949234087182e-05,0.0003860330059069243
3HAD140_num1,958.4716675599582,0.083990385651388,8.762949234087182e-05,0.0003860330059069243
UAGPT3,209.33879511190207,0.018286934187488404,8.735568664046777e-05,0.00038482681339413113
PRAMPC,727.9169961804934,0.06234588927070232,8.564972324845004e-05,0.00037731155616057286
DHORTS_reverse,2833.754468353452,0.21769203953325994,7.682106617365107e-05,0.0003384187937165245
ASAD_reverse,9180.569396258832,0.7035455035779239,7.663419045278665e-05,0.00033759555265544777
TMDS,224.9738241696064,0.01721951633618186,7.654008816243517e-05,0.0003371810051208598
DASYN161,664.6022369600743,0.04949738980774985,7.447671261859353e-05,0.0003280912450158305
UAAGDS,250.28320759719443,0.018286934187488404,7.306496653550716e-05,0.0003218720992753619
UAGCVT,250.55793511798612,0.018286934187488404,7.298485349856194e-05,0.00032151917840776185
UAGAAT,355.30327826491407,0.02560749903208395,7.207222842731837e-05,0.0003174988036445743
DAPE,3747.2409433315033,0.2441168831839152,6.514576641204231e-05,0.00028698575511912914
TRPS3,583.765218024514,0.03740766517991232,6.407998288507396e-05,0.0002822906735025284
PGCD,17223.591750556,1.0945178926856618,6.354759846478185e-05,0.00027994536768626363
DASYN160,664.6022369600743,0.041995192825694,6.318846144391904e-05,0.0002783632662727711
PMPK,2.3752085641618006,0.00014675350236828538,6.178552257791895e-05,0.0002721829188454579
GMPS,2708.714683645046,0.16006529539925296,5.9092711523185344e-05,0.00026032031508011166
PSP_L,18890.374507882258,1.0945178926856618,5.794050786176631e-05,0.0002552445280254022
KDOPS,449.0024276449897,0.02560749903208395,5.703198347143657e-05,0.0002512422179358439
MTHFD,10153.32876404795,0.5787589604431409,5.7001893063137654e-05,0.000251109661071091
PRMICI,1094.7361547001226,0.06234588927070232,5.69506076902891e-05,0.00025088373431845416
PPND,1723.171007999248,0.09089438113724307,5.274832312944923e-05,0.00023237146753061333
TDSK,242.77232507888687,0.012803749516041973,5.2739740874012304e-05,0.00023233366023793966
3OAR100,4497.626043446327,0.2342001633310556,5.207195108457675e-05,0.00022939185499813546
3OAR80,4497.626043446327,0.2342001633310556,5.207195108457675e-05,0.00022939185499813546
3OAR60,4497.626043446327,0.2342001633310555,5.207195108457673e-05,0.00022939185499813537
ACGK,3835.104048583621,0.19465700436107564,5.075664229578498e-05,0.0002235975431532378
SHSL1,2022.4275331229944,0.10128689821975413,5.008184301335575e-05,0.0002206248590896729
DHORD2,4347.227549799822,0.21769203953325994,5.007606274101849e-05,0.00022059939533488322
NDPK1_num1,28182.184123475137,1.398409517455363,4.9620338556035436e-05,0.0002185917998063235
ADK3,17769.73689340007,0.8785112151235408,4.943861692458892e-05,0.0002177912639849732
ACCOAL_num2,7136.955410714209,0.3454682739742169,4.8405553081582894e-05,0.0002132403219452991
OMPDC,4521.308993991574,0.21769203953325994,4.8148011963472016e-05,0.0002121057795747666
DHQTi,5238.2854455058805,0.25080963259685457,4.788010031260008e-05,0.0002109255520378858
3OAR40,5004.272875176337,0.2342001633310555,4.6800038521640954e-05,0.0002061675705799161
ADSK,3485.75537441115,0.16286479943097776,4.672295727536261e-05,0.00020582800561833747
ACKr_num1,69598.93557343767,3.1029396018885835,4.45831473760759e-05,0.00019640153029108325
MOHMT,9.957106107138404,0.00044355094437786846,4.45461703034258e-05,0.000196238635697911
MTHFR2,2381.786407130941,0.10158172139939983,4.264938329283835e-05,0.00018788274578342886
FUM_num1,16696.414795088658,0.6862483329222615,4.1101538344874205e-05,0.00018106404557213305
THRD_L_num2,4875.251990199257,0.1911934900876932,3.9217150307727765e-05,0.0001727627766860254
DHNPA2r,11.408022952616177,0.000440260507104856,3.859218279394257e-05,0.00017000961583234613
PTAr_reverse_num2,86166.49963645813,3.1029396018885835,3.601097427631481e-05,0.00015863865319962471
PPNCL2,12.55823242375996,0.00044355094437786846,3.5319536174428314e-05,0.0001555926703719309
PRFGS,8496.258286478125,0.2948343671325103,3.470167186439494e-05,0.00015287080116473543
PPCDC,12.892044283788426,0.00044355094437786846,3.440501247235304e-05,0.0001515639315962689
SHKK_num2,7430.9846654789135,0.25080963259685457,3.375187056461115e-05,0.00014868665446965266
GLUTRS,71.90829919930144,0.002348056037892566,3.265347761020854e-05,0.0001438479189877028
HXAND,5066.337745063672,0.16006529539925296,3.1593885653440845e-05,0.00013918011301075262
SDPDS,7837.5479242420715,0.2441168831839152,3.114709926415186e-05,0.000137211891031506
FMNAT,4.848207221783968,0.00014675350236828538,3.0269643118572253e-05,0.00013334644545626541
3OAR140,4497.626043446327,0.1352053837155559,3.006149964659004e-05,0.00013242951386163013
3OAR120,4497.626043446327,0.1352053837155559,3.006149964659004e-05,0.00013242951386163013
NADS1,56.605122329773856,0.0014991232214960348,2.64838791931646e-05,0.00011666907133552687
TMPK,6.466992107304168,0.00014675350236828538,2.2692698542578103e-05,9.996783498933085e-05
PRAGSr,13362.63560856316,0.2948343671325103,2.2064087936632203e-05,9.71986252715075e-05
SHK3Dr,12019.252885908447,0.25080963259685457,2.0867323033938952e-05,9.192653318915838e-05
UAGDP,3133.069250385799,0.06218136740706076,1.9846789980592958e-05,8.743079286604827e-05
P5CR,7336.454813528027,0.14547352226915392,1.982885821104065e-05,8.735179828652267e-05
3OAR141,5004.272875176337,0.0989947796154997,1.9782050676445453e-05,8.71455976935923e-05
3OAR161,5004.272875176337,0.0989947796154997,1.9782050676445453e-05,8.71455976935923e-05
3OAR121,5004.272875176337,0.0989947796154997,1.9782050676445453e-05,8.71455976935923e-05
3OAR160,4497.626043446327,0.083990385651388,1.8674381738289204e-05,8.2265998847089e-05
PHETA1_reverse_num2,6861.49602953068,0.12192057227022594,1.776880315101854e-05,7.82766658635178e-05
ADCS,24.90387768254973,0.000440260507104856,1.7678391803753062e-05,7.78783779901016e-05
METAT,35.527424028882095,0.0005909625342005394,1.6633982067490035e-05,7.327745404180632e-05
TYRTA_reverse_num2,5480.229131392198,0.09089438113724307,1.6585872407519623e-05,7.306551721374283e-05
ACtex_reverse_num1,40867.014548933636,0.6695656538011883,1.6384011927258817e-05,7.217626399673487e-05
METS_num2,6208.532581398937,0.10158172139939983,1.63616313625773e-05,7.207767120078105e-05
TKT1_num2,595536.8735771871,9.297402142356578,1.5611799293820804e-05,6.877444622828547e-05
PItex_num1,40867.014548933636,0.6347951071996174,1.5533190134051067e-05,6.842815037026901e-05
RPI_reverse_num2,645107.7731248519,9.911624119551384,1.5364291878766623e-05,6.768410519280451e-05
ALAALAr_num1,1250.2340662678007,0.018286934187488404,1.462680843602236e-05,6.443527945384299e-05
DTMPK,1202.1241479888133,0.01721951633618186,1.432424127324169e-05,6.310238446361977e-05
ALAR_num1,1961.8990737355896,0.02743040128123261,1.3981555753020087e-05,6.159275662123386e-05
THRS,26152.818912509043,0.35814172217425466,1.3694191948193906e-05,6.032683677618461e-05
GTHOr,11978.449983872062,0.16286479943097776,1.3596483656087473e-05,5.989640377131045e-05
KDOCT2,1907.7210555477093,0.02560749903208395,1.3423083504591295e-05,5.9132526451944025e-05
ARGSL,15657.847682720183,0.19465700436107564,1.2431913268379588e-05,5.4766137746165586e-05
CBMKr,34198.276434171734,0.4123490438943356,1.2057597250202545e-05,5.311716850309491e-05
DXPS,155.85302946384581,0.0018656779336954574,1.1970751804527804e-05,5.273458944725905e-05
NTD11_num2,13699.02159576353,0.16006529539925296,1.1684432664063667e-05,5.147327164785756e-05
OCBT_num2,17051.152649688564,0.19465700436107564,1.141606132794964e-05,5.0291019065857444e-05
HMBS,26.586788138747586,0.0002935070047365708,1.1039581133488393e-05,4.86325160065568e-05
ORPT_reverse,20058.84676259298,0.21769203953325994,1.0852669752641312e-05,4.780911785304543e-05
CYSS_num1,15647.228850593878,0.16286479943097776,1.0408539491949487e-05,4.5852596880834743e-05
UMPK_num1,24070.905217327967,0.2487827232367903,1.0335412025040863e-05,4.5530449449519214e-05
IPDPS,136.65323235794406,0.0013892226165894556,1.0166042856202486e-05,4.4784329763006544e-05
NDPK2_num1,28182.184123475137,0.2798734069403207,9.93086290665429e-06,4.3748294742970436e-05
RBFSb,30.03953996579175,0.0002935070047365708,9.770689067502664e-06,4.3042683116751824e-05
UAMAS,1876.4722281532893,0.018286934187488404,9.74537960814123e-06,4.2931187701062686e-05
MECDPS,165.70662037402354,0.001572170928958887,9.487677229855224e-06,4.179593493328292e-05
ACODA,21315.219632565982,0.19465700436107564,9.132301131144493e-06,4.023040145878631e-05
GRXR_num3,19154.08102961456,0.16286479943097776,8.50287722909644e-06,3.745760893875084e-05
A5PISO_num2,3121.694374468493,0.02560749903208395,8.203076906413666e-06,3.613690267142584e-05
DHFR_num2,2159.9141780038713,0.017659776843286717,8.176147470640413e-06,3.601827079577274e-05
RHCCE,36.89740420271941,0.00029482317964570336,7.990350161922078e-06,3.5199780448995936e-05
PPNDH,16025.87717144982,0.12192057227022594,7.607731605944669e-06,3.3514236149535986e-05
THZPSN3,21.147647132715022,0.00014675350236828538,6.9394718687763805e-06,3.0570360655402556e-05
UAPGR,2848.533815438769,0.018286934187488404,6.419770791687656e-06,2.8280928597742974e-05
GK1,25232.641559434185,0.16006529539925296,6.343580596673853e-06,2.794528897213151e-05
PUNP5_num2,29042.91168240948,0.16006529539925296,5.511337745664126e-06,2.427902090600936e-05
HSTPT,11453.290099934607,0.06234588927070232,5.4434916715379706e-06,2.3980139522193702e-05
CYTK1,22004.574476683105,0.11911580353886456,5.413229129474158e-06,2.3846824358916997e-05
PRAIi,7693.082547721553,0.03740766517991232,4.862506667238516e-06,2.1420734216909762e-05
FCLT_num1,30.331864431394266,0.00014675350236828538,4.838261845071143e-06,2.131392883291252e-05
SERAT,36016.30072427547,0.16286479943097776,4.5219746657991645e-06,1.992059324140601e-05
OCTDPS,34.24521390480625,0.00014675350236828538,4.285372629770282e-06,1.88782935232171e-05
NDPK3_num2,28182.184123475137,0.11911580353886456,4.226634920025369e-06,1.861953709262277e-05
DUTPDP_num2,4139.309737163319,0.01721951633618186,4.159997059795396e-06,1.832597823698412e-05
SO4tex_num1,40867.014548933636,0.16571958280888638,4.055093934264659e-06,1.7863849930681317e-05
CPPPGO,40.072673808788466,0.00014675350236828538,3.6621839378259905e-06,1.6132968889101278e-05
G1PACT,17037.233941852657,0.06218136740706076,3.6497337313840427e-06,1.607812216468741e-05
HISTP,17972.24394190729,0.06234588927070232,3.469009739252733e-06,1.5281981230188253e-05
MTHFC,171765.9792419645,0.5787589604431409,3.369462119316717e-06,1.4843445459545009e-05
Ktex_num1,40867.014548933636,0.12845406451916022,3.1432211512624925e-06,1.3846789212610099e-05
PPPGO3,47.22434982025119,0.00014675350236828538,3.1075812144978046e-06,1.3689785085893411e-05
PANTS,147.39234048478824,0.00044355094437786846,3.009321535427043e-06,1.3256923063555255e-05
U23GAAT,8724.100327153763,0.02560749903208395,2.9352595765526225e-06,1.2930658927544593e-05
IGPDH,22383.76799146626,0.06234588927070232,2.785316989278637e-06,1.2270118895500603e-05
DMATT,67.11766558529392,0.00018294831236943118,2.7257847956129865e-06,1.2007862535740028e-05
GTPCI,209.05118496162362,0.000440260507104856,2.105993836799712e-06,9.277505888985516e-06
AHCYSNS,157.55435519038176,0.00029482317964570336,1.8712474135637317e-06,8.24338067649221e-06
DHQS,166012.133143722,0.25080963259685457,1.5107909756193583e-06,6.655466852948715e-06
PMDPHT_num2,205.53435466327446,0.0002935070047365708,1.4280192000866296e-06,6.290833480557839e-06
DMPPS,136.65323235794406,0.00018294831236943118,1.3387777896846495e-06,5.897699514029293e-06
PTPATi,352.4954241599123,0.00044355094437786846,1.2583168857722478e-06,5.5432461928292855e-06
NADK,273.358717681017,0.00029416509218904707,1.0761138136897067e-06,4.740589487619853e-06
ICYSDS,140.87572043174885,0.00014675350236828538,1.0417231721585708e-06,4.589088864134673e-06
PAPPT3,18422.619137186448,0.018286934187488404,9.926348719100336e-07,4.37284084541865e-06
MEPCT,1756.1521470104267,0.001572170928958887,8.952361739472637e-07,3.943771691397637e-06
CHRPL_num1,166.30398312802566,0.00014675350236828538,8.824412958005356e-07,3.887406589429672e-06
NNATr,1737.1701943422918,0.0014991232214960348,8.62968537209802e-07,3.8016235119374533e-06
RBFK,207.85229373117824,0.00014675350236828538,7.060470670489025e-07,3.1103395024180726e-06
NDPK4_num1,28182.184123475137,0.01721951633618186,6.110071618557904e-07,2.691661505972645e-06
ADNK1,837.2923228128308,0.0004428928569231213,5.289584591379635e-07,2.3302134763786935e-06
DNTPPA_num2,988.8550201314406,0.000440260507104856,4.452225029371198e-07,1.9613326120577963e-06
DPCOAK,1126.9169901067132,0.00044355094437786846,3.9359682059267423e-07,1.733906698646142e-06
PNTK,1374.0987743223163,0.00044355094437786846,3.2279407613664506e-07,1.4220003354037227e-06
SUCDi,1196.136493520365,0.0003757679365573585,3.1415138539200567e-07,1.383926807894298e-06
GLUTRR,7770.907814819814,0.002348056037892566,3.021598111631969e-07,1.3311004897057132e-06
DPR_num1,1683.0317586488889,0.00044355094437786846,2.6354282508248335e-07,1.1609816082928781e-06
FE2tex_num2,40867.014548933636,0.010569542607789377,2.5863260931707024e-07,1.1393507018373137e-06
CA2tex_num1,13470.711011584752,0.003425345201017603,2.5428095058024936e-07,1.1201803990319355e-06
UDCPDPS,144.76201734329064,3.6194810001145834e-05,2.5002974305969337e-07,1.101452612597768e-06
UGMDDS,75798.89812968686,0.018286934187488404,2.412559369425223e-07,1.062801484328292e-06
UAMAGS,76562.9690184382,0.018286934187488404,2.3884828947901003e-07,1.0521951078370485e-06
GRTT,883.649297652623,0.00018294831236943118,2.0703724074180292e-07,9.120583292590437e-07
PPBNGS,6411.261374744996,0.001174028018946283,1.8311966246938096e-07,8.066945483232642e-07
AMAOTr,8.671251257523489,1.3161749091326042e-06,1.5178604218054963e-07,6.68660978768941e-07
MG2tex_num1,40867.014548933636,0.005708908668362671,1.396947815095937e-07,6.15395513258122e-07
DHFS,3208.004034789043,0.000440260507104856,1.3723814008039654e-07,6.045733043189274e-07
TPI_reverse,803955.286135365,0.09269688267529418,1.1530104257525393e-07,5.079341082610306e-07
UPP3MT,1369.3474378788726,0.00014675350236828538,1.0717039248680922e-07,4.721162664617146e-07
DHPS2,4528.535679445618,0.000440260507104856,9.721917596964865e-08,4.282783082363376e-07
CLtex_num1,40867.014548933636,0.003425345201017603,8.381686890575623e-08,3.692373079548733e-07
ASP1DC,5893.979875086746,0.00044355094437786846,7.525491328070413e-08,3.315194417652164e-07
NNDPR,22023.725911240734,0.0014991232214960348,6.806855604441092e-08,2.9986148037185425e-07
FADRx,11134.995065106299,0.0005304184883804383,4.7635269282032205e-08,2.0984700124243263e-07
GTPCII2,6639.723938321189,0.0002935070047365708,4.4204699994015436e-08,1.9473436120711646e-07
PUNP1_reverse,12429.837067153714,0.0004428928569231213,3.5631428998653685e-08,1.569666475711616e-07
CHORM_num2,5997672.6255615065,0.21281495340746906,3.548292257574581e-08,1.5631243425438683e-07
MALS_num1,8363.75883689021,0.00029350700473657065,3.509271494558081e-08,1.545934579100476e-07
GLUR_reverse,680204.7507225436,0.018286934187488404,2.6884455258601492e-08,1.1843372360617397e-07
DXPRIi,72018.65512111195,0.001572170928958887,2.1830051204302647e-08,9.616762645067245e-08
CU2tex_num2,40867.014548933636,0.0004665840052875082,1.1417129693406562e-08,5.029572552161481e-08
MNtex_num1,40867.014548933636,0.00045473843110531485,1.1127273086239684e-08,4.9018824168456755e-08
MDH,27273.662978712266,0.000248013108849399,9.093502000188938e-09,4.005948017704378e-08
UPP3S,37050.30650128069,0.0002935070047365708,7.921850922513296e-09,3.4898021685080594e-08
HCO3E_num2,255636999.11878568,1.8828777074080905,7.365435026614368e-09,3.244685033750823e-08
OGMEACPD,212.06020149966565,1.3161749091326042e-06,6.206609726034234e-09,2.7341893066230105e-08
OPMEACPD,212.06020149966565,1.3161749091326042e-06,6.206609726034234e-09,2.7341893066230105e-08
OGMEACPS,234.1460188492841,1.3161749091326042e-06,5.621171419445761e-09,2.4762869689188373e-08
Zn2tex_num1,40867.014548933636,0.00022440782200710904,5.491172391328121e-09,2.4190186745938857e-08
NI2tex_num1,40867.014548933636,0.0002125622478249156,5.201315784161241e-09,2.2913285392780798e-08
UPPDC1,30557.948618645165,0.00014675350236828538,4.802465774117527e-09,2.1156236890385583e-08
HPPK2,99482.59267863662,0.000440260507104856,4.4255029473050685e-09,1.9495607697379155e-08
OPMEACPR,449.57223461043924,1.3161749091326042e-06,2.927616093269391e-09,1.2896987195019343e-08
OGMEACPR,449.57223461043924,1.3161749091326042e-06,2.927616093269391e-09,1.2896987195019343e-08
EPMEACPR,818.2821177326332,1.3161749091326042e-06,1.6084610437040655e-09,7.085731470061962e-09
EGMEACPR,818.2821177326332,1.3161749091326042e-06,1.6084610437040655e-09,7.085731470061962e-09
OPMEACPS,908.7986880320734,1.3161749091326042e-06,1.4482579326590682e-09,6.379990892771226e-09
PMEACPE,1091.1884706732576,1.3161749091326042e-06,1.2061847650576176e-09,5.313589273381575e-09
DBTS,1294.9161222572216,1.3161749091326042e-06,1.0164171149852745e-09,4.477608436058478e-09
TMPPP,156263.30653921355,0.00014675350236828538,9.39142436048851e-10,4.137191348232824e-09
COBALT2tex_num1,40867.014548933636,1.6452186364157553e-05,4.025786210651115e-10,1.7734741016084206e-09
MOBDtex_num1,40867.014548933636,4.606612181964115e-06,1.1272201389823123e-10,4.965727484503578e-10
AOXSr2,39493.8917797145,1.3161749091326042e-06,3.3326037263530447e-11,1.4681073684374645e-10
MEOHtex_reverse_num3,40867.014548933636,1.3161749091326042e-06,3.220628968520892e-11,1.4187792812867363e-10
GLUtex_reverse_num4,13909.750499549638,0.0,0.0,0.0
GLYC3Ptex_reverse_num2,14426.544798653533,0.0,0.0,0.0
GLYC3Ptex_reverse_num4,13909.750499549638,0.0,0.0,0.0
GLYCLTtex_reverse_num1,40867.014548933636,0.0,0.0,0.0
GLUtex_reverse_num3,14275.699778953442,0.0,0.0,0.0
GLYC3Ptex_reverse_num3,14275.699778953442,0.0,0.0,0.0
GLYtex_reverse_num3,14275.699778953442,0.0,0.0,0.0
GLYCtex_reverse_num4,13909.750499549638,0.0,0.0,0.0
GLYtex_reverse_num1,40867.014548933636,0.0,0.0,0.0
GLYBtex_reverse_num3,14275.699778953442,0.0,0.0,0.0
GLYALDtex_reverse_num1,40867.014548933636,0.0,0.0,0.0
GLYALDtex_reverse_num2,14426.544798653533,0.0,0.0,0.0
GLYALDtex_reverse_num3,14275.699778953442,0.0,0.0,0.0
GLYALDtex_reverse_num4,13909.750499549638,0.0,0.0,0.0
GLYBtex_reverse_num1,40867.014548933636,0.0,0.0,0.0
GLYBtex_reverse_num2,14426.544798653533,0.0,0.0,0.0
GLYBtex_reverse_num4,13909.750499549638,0.0,0.0,0.0
GLYtex_reverse_num2,14426.544798653533,0.0,0.0,0.0
GLUtex_reverse_num2,14426.544798653533,0.0,0.0,0.0
