,fluxes,kcat,MW,kcat_MW,source,equ
ARGDC,0.0,12120.545454545454,844.2428,14.356705742169733,,arg__L_c + h_c --> agm_c + co2_c
ARGSS,0.2464746490692631,,,,,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c
AGPR,0.0,,,,,acg5sa_c + nadp_c + pi_c --> acg5p_c + h_c + nadph_c
SPMS,0.0,25013.454545454544,64.642,386.95359898292975,,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c
G1SAT,0.002973107953829484,1836.0,90.7313,20.235574713467127,,glu1sa_c --> 5aop_c
KDOCT2,0.032424208716203176,52680.0,27.6141,1907.7210555477093,,ctp_c + kdo_c --> ckdo_c + ppi_c
OAADC,0.0,600704.6037735849,66.8513,8985.683206962094,,h_c + oaa_c --> co2_c + pyr_c
MNNH,0.0,9948.0,44.8375,221.86785614719815,,mana_c --> 2ddglcn_c + h2o_c
ALTRH,0.0,,,,,altrn_c --> 2ddglcn_c + h2o_c
GUI1,0.0,244320.0,53.9866,4525.567455627877,,glcur_c --> fruur_c
PGAMT,0.0,5550.4693569681385,47.543,116.7463003379706,,gam1p_c --> gam6p_c
UAGDP,0.07873403148582969,462342.3296755568,147.5685,3133.069250385799,,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c
UAGCVT,0.023154911384813258,11229.280033976296,44.8171,250.55793511798612,,pep_c + uacgam_c --> pi_c + uaccg_c
GLUR,0.0,172913.87368421053,31.0016,5577.579017992959,,glu__D_c --> glu__L_c
UAG2E,0.0,10908.9,84.4882,129.1174388849567,,uacgam_c --> uacmam_c
EX_acald_e,0.0,,,,,acald_e --> 
EX_melib_e,0.0,,,,,melib_e --> 
MACPD,0.0,,,,,h_c + malACP_c --> acACP_c + co2_c
DMQMT,0.0,,,,,2omhmbl_c + amet_c --> ahcys_c + h_c + q8h2_c
ICHORS_copy1,0.0,39634.36363636364,42.9311,923.2086677574913,,chor_c --> ichor_c
EX_sucr_e,0.0,,,,,sucr_e --> 
EX_tre_e,0.0,,,,,tre_e --> 
EX_zn2_e,0.0,,,,,zn2_e --> 
HACD5_num1,0.0,4965491.502439024,159.1859,31193.035956319145,,3oddcoa_c + h_c + nadh_c --> 3hddcoa_c + nad_c
DNMPPA,0.0005574577413429527,,,,,dhpmp_c + h2o_c --> dhnpt_c + pi_c
HPPK2,0.0005574577413429527,1798506.0,18.0786,99482.59267863662,,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c
PTPATi,0.0005616240921746396,37723.5668,107.0186,352.4954241599123,,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c
HEX7,0.0,2310746.4,32.4994,71101.20186834218,,atp_c + fru_c --> adp_c + f6p_c + h_c
DXPRIi,0.001990682427606319,6249426.000000001,86.7751,72018.65512111195,,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c
OPHBDC,0.00018581924711434276,,,,,3ophb_c + h_c --> 2oph_c + co2_c
OHPHM,0.0,,,,,2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c
GHMT2r,0.8839979876240637,222126.11244852628,90.6321,2450.8547462601696,,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c
DHORD2,0.2756416047048835,159865.3806390936,36.7741,4347.227549799822,,dhor__S_c + q8_c --> orot_c + q8h2_c
ADK4,0.0,3008.017233330552,23.5857,127.53563529301873,,amp_c + itp_c --> adp_c + idp_c
INSK,0.0,,,,,atp_c + ins_c --> adp_c + h_c + imp_c
ABTA_num1,0.0,71091.51428571428,91.5482,776.5473737955992,,4abut_c + akg_c --> glu__L_c + sucsal_c
SSALx,0.0,182752.94117647051,99.4346,1837.921017195932,,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c
ASPT,0.0,474852.85714285716,209.4223,2267.4417057918718,,asp__L_c --> fum_c + nh4_c
SERD_L_num1,0.0,940849.8545454544,211.0914,4457.073355643359,,ser__L_c --> nh4_c + pyr_c
THRD_num1,0.0,560148.0001200001,148.9546,3760.528376565745,,nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c
HEX4,0.0,,,,,atp_c + man_c --> adp_c + h_c + man6p_c
KARA1,0.0,8953.149298838325,216.2737,41.39730951492634,,23dhmb_c + nadp_c --> alac__S_c + h_c + nadph_c
KARA2,0.24208914818333133,9128.890144187264,216.2737,42.20989488868626,,2ahbut_c + h_c + nadph_c --> 23dhmp_c + nadp_c
ACCOAC,2.0109658899974097,31025.752216512534,252.4528,122.8972394701605,,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c
NADK,0.0003724717643951436,53413.2,195.396,273.358717681017,,atp_c + nad_c --> adp_c + h_c + nadp_c
ICHORS_copy2,0.0,39634.36363636364,97.5279,406.3900036437126,,chor_c --> ichor_c
SUCBZS,0.0,322400.0,35.4762,9087.782795226096,,2shchc_c --> h2o_c + sucbz_c
DHBD,0.0,62421.70909090909,104.9974,594.5071886628534,,23ddhb_c + nad_c --> 23dhb_c + h_c + nadh_c
ICHORT,0.0,116126.0,32.554,3567.1806844013026,,h2o_c + ichor_c --> 23ddhb_c + pyr_c
RBK_L1,0.0,212328.0,122.1774,1737.8664139194318,,atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c
RBP4E_num1,0.0,64040.8,25.2774,2533.52006139872,,ru5p__L_c --> xu5p__D_c
NTD2_num1,0.0,347934.6,25.3003,13752.192661747093,,h2o_c + ump_c --> pi_c + uri_c
NTD4_num1,0.0,347934.6,26.9001,12934.323664224297,,cmp_c + h2o_c --> cytd_c + pi_c
NTD5_num1,0.0,290100.0,45.4156,6387.672958190577,,dtmp_c + h2o_c --> pi_c + thymd_c
NTD6_num1,0.0,290100.0,45.4156,6387.672958190577,,damp_c + h2o_c --> dad_2_c + pi_c
LGTHL,0.0,2805359.999242105,29.8393,94015.61026036485,,gthrd_c + mthgxl_c --> lgt__S_c
PYDXPP_num1,0.0,18736.0,30.201,620.3768087149432,,h2o_c + pydx5p_c --> pi_c + pydx_c
PDXPP,0.0,18736.0,30.201,620.3768087149432,,h2o_c + pdx5p_c --> pi_c + pydxn_c
HACD6_num1,0.0,4965491.502439024,159.1859,31193.035956319145,,3otdcoa_c + h_c + nadh_c --> 3htdcoa_c + nad_c
