id,kcat
DHDPRy,50400
G5SD,50400
PRFGS,50400
UAMAS,50400
2HPTCOAT,50248.12219
HPYRI,50196.10612
GLYAT_reverse,50081.79355
ICHORS_copy1,50074.22462
TALA,49937.71597
GAL1PPpp,49931.64198
4PEPTabcpp,49599.60815
AAMYLpp,49598.11858
UDPGD,49328.26859
RNTR1c2,49229.87641
CYTBDpp,49127.83924
ACACT1r_reverse,49056.7815
ACACT5r,48979.49998
MLTG3,48889.46887
ALATA_L_reverse,48870.10901
TAGURr_reverse,48756.38965
GSPMDS,48666.39977
ACACT2r_reverse,48623.593
ECOAH2,48500.51292
METGLCUR,48441.85139
EDD,48328.78694
23PDE4pp,48310.69378
HEX1,47562.8567
CYSS,47534.80306
APG3PAT180,47472.73186
LYXI,47448.98608
FLDR2,47286.67079
SHCHCS3,47273.15239
3NTD4pp,46917.55912
BUTCT,46897.97526
3KGK,46839.28669
KARA1_reverse,8280
KARA1,15966.4598
AIRC3_reverse,46800
ARAI,46557.9562
AGM4PCP,46441.37344
UDPGPT_reverse,46403.30621
SHK3Dr,46104.63948
ECOAH6_reverse,46056.25922
OCBT,45832.3358
GLYK,45670.44197
ADNUC,45598.68659
DTARTD,45441.45666
ECOAH2_reverse,45311.23192
S4FE4ST,45270.43078
ALR4x,45141.94591
ARABDI_reverse,45079.5164
ACACT2r,45028.02067
ECOAH5,45024.42384
PYK3,45020.63808
KDUI,45006.1627
PYNP2r,44972.73011
3NTD2pp,44836.48256
FACOAE180,44832.33864
MLTG2,44577.3078
XYLK2,44532.4874
LDGUNPD,44519.35518
GALKr,44343.2048
EDA,44337.53138
EAR40x,44179.31434
UDPKAAT_reverse,44134.30026
ECOAH3,44125.78766
GLUN,43731.73602
PSCVT_reverse,43650.2925
GLCDpp,43571.8008
23PDE9pp,43543.38935
SBTPD_reverse,43431.09995
PPNDH,43200
ECOAH1,43149.26455
SPODM,43146.08622
AMALT2,43134.18746
MCTP1App,42697.94069
MICITDr_reverse,42684.56006
MLDEP1pp,42680.98235
MDH2,42664.64483
GTHS,42649.46597
MANAO,42550.17941
AB6PGH,42497.06141
ACOAD1fr,42460.6505
TREHpp,42399.81511
AP5AH,42259.28724
TMAOR2,42205.22924
UMPK,42025.02012
ACACT4r,41966.54604
LDH_D,41919.84126
FRULYSDG,41650.55762
HACD1_reverse,41623.13358
ECOAH4,41618.87183
FE3Ri,41567.57582
NNATr_reverse,41349.30422
LPLIPAL2ATG160,41172.89897
GPDDA2pp,41162.26921
GPDDA4pp,41144.26043
3OAR80_reverse,41062.49348
CU1Opp,40900.17532
MLTG4,40858.37928
ACACT6r,40632.79266
GDPDPK,40330.37894
TARTD,40271.4679
HACD5,40209.19967
FRD3,40135.54568
GARFT_reverse,40052.3476
ACPPAT161,40006.80572
FRD2,39705.41401
HACD2_reverse,39702.90928
DHDPS,39600
ARGSL,39600
CTPS2,39600
HACD3,39593.4512
HCYSMT,39542.54746
PGPP120pp,39502.05577
3NTD9pp,39469.58003
MAN6PI,39462.13397
6D6SPA,39442.55994
CRNCDH,39436.11997
PPK2,39038.03057
HACD2,39035.14214
ECOAH3_reverse,38981.49761
APG3PAT140,38886.36066
ASCBPL,38846.75555
HACD1,38780.61833
ABUTD,38704.04507
DHORD5,38657.17404
PSD120,38651.46836
MCITL2,38608.8206
HACD4,38552.38416
PRMICI_reverse,38487.18989
FCI,38459.23614
INSK,38426.53993
HKNDDH,38363.58101
AGMHE,38346.39454
DURADx,38271.10824
MLDCP1Bpp,38207.63549
PHYTSpp,38198.7126
ADA,38158.03206
G1SAT_reverse,38145.11774
ARAI_reverse,37923.43532
DXYLK,37749.01216
AGM4Pt2pp,37678.09115
OMBZLM,37665.374
MCITD,37457.91464
GPDDA1pp,37449.60109
BGLA1,37406.12216
FORCT,37350.27356
4PCPpp,37289.77556
DHORTS,37265.83384
DSBDR,37200.94625
XYLI2,37166.12269
DADA,37137.1001
DHMPTR,37100.23214
CBMKr,37048.79484
ECOAH7,37020.63211
ACACT3r_reverse,36960.01261
ALR2x,36956.8215
ULA4Ntppi,36865.93205
HACD3_reverse,36814.26424
PAPA120,36805.00327
GPDDA3pp,36706.06811
GHMT2r_reverse,36640.10614
ACPPAT141,36607.03398
ECOAH6,36593.98049
GLYCL,36542.3134
ACACT7r,36389.7463
PTRCTA,36125.7943
INSH,36111.155
MOADSUx,36042.55733
PGAMT,36035.4739
TRDR,36024.44087
SHSL1,36000
KDOPP,36000
IMPC_reverse,36000
IPPS,36000
AICART,36000
ADSL1r,36000
PRAIS,36000
PRMICI,36000
ORNDC,35745.33522
TRPS3,35739.90722
ACACT5r_reverse,35501.71811
HPPPNDO,35492.10059
3HAD60,35394.22481
ACACT3r,35394.18648
MCITS,35244.93913
PRCPD,35200.69678
DSBCGT,35098.21691
AGMT,34948.09724
RMI,34888.97517
GUI2,34845.04678
ASPCT,34791.89775
RNTR3c2,34677.14107
FA160ACPHi,34673.13241
G1PPpp,34600.56248
ACACT4r_reverse,34554.87723
NODOx,34540.48398
CINNDO,34531.83732
UACMAMO,34516.73316
ECOAH4_reverse,34389.94493
HACD7,34363.09202
FBA_reverse,34326.33312
AGMt2pp,34185.31625
AGM4PCPpp,34105.01658
NDP3,34101.47047
RHAT1,34002.42145
DAPAL,33933.61467
RMK,33912.96639
MALTATr,33857.47486
ABTA,33853.97349
NDP7,33721.60938
2AGPEAT140,33704.87601
CDAPPA160,33511.40562
CLPNS160pp,33484.59677
QMO3,33447.80076
A5PISO_reverse,33180.19039
MDDEP3pp,33111.5862
PAPA140,33006.15625
PAPSR,32950.32997
FDH4pp,32853.99749
HCO3E,32760
PUNP7_reverse,32703.33227
ACOTA_reverse,32625.37856
S7PI,32534.6772
AMAOTr_reverse,32523.36129
DMSOR1pp,32437.32175
PPM_reverse,32423.2523
SPMDAT1,32401.65086
UPLA4FNT,32384.40508
CDAPPA181,32332.59317
CHOLD,32331.58284
CLPNS141pp,32295.07812
IG3PS,32266.5357
3SLAR,32163.07972
ACOATA,32149.38905
AMALT4,32028.92891
ACS,32028.81133
PHDA,32025.20046
DURIPP,31920.23239
CDAPPA120,31900.48775
ADNCYC,31838.44056
GLDBRAN2,31696.23254
VALTA_reverse,31680
MLTGY1pp,31677.55986
HACD4_reverse,31565.19803
NNDMBRT,31557.09164
HEX7,31530.95853
HACD6,31487.30375
SQGH,31386.49569
TRE6PH,31368.07446
TGBPA,31362.76788
4ABZGLUH_reverse,31226.50825
ECOAH5_reverse,31162.6381
PHETA1_reverse,31007.86386
SSALy,30829.92795
LALDO2x,30808.04378
COLIPAKpp,30763.48947
NTP5,30671.51304
TEO2M,30564.75775
THFAT,30546.82446
NADPHQR3,30528.29321
HXCT,30493.60812
TMDPP,30479.00062
ACACT8r_reverse,30393.77583
ICDHyr_reverse,30368.82282
LA4NTpp,30335.10919
ACGK,30240
HACD8,30181.25367
AICART_reverse,30129.89223
RNTR2c2,30111.14447
F1PP,30106.44206
SCYSDS,30061.01064
CDAPPA141,30059.94402
INOSTO,30029.78275
MDDEP1pp,30020.38301
ACACT6r_reverse,29980.30132
PPK,29958.53743
FDH5pp,29922.56645
ASAD,29917.33841
MLDEP2pp,29895.31519
PSERT,29880
CTECOAI8,29862.20361
GLYCK,29775.87608
AMPTASEPG,29612.1696
3HBZCT,29600.99634
SHK3Dr_reverse,29504.42482
G3PD6,29478.25323
PGMT_reverse,29407.45925
PYDXPP,29369.90364
3HPADHi,29369.09112
FALDH2,29317.27206
NTPP1,29218.07367
PERD_reverse,29134.95894
CTECOAI6_reverse,29128.12964
BWCOGDS2,29065.07453
HYD3pp,29005.97007
PMANM,28985.11675
HACD6_reverse,28885.7992
CDPPH,28855.36431
PRPPS,28800
UAAGDS,28800
HSST,28800
MTHFD_reverse,28796.28731
NTD2pp,28742.74164
PFK_2,28729.97065
TAGURr,28666.34973
DHNAOT4,28638.76395
LPLIPAL2ATG161,28569.38076
ACCOAC,28564.88644
GPDDA5pp,28550.56261
HACD5_reverse,28543.86811
AHGDx_reverse,28540.16407
CYTBD2pp,28476.71077
PSD161,28440
2DDARAA,28422.21991
ALLULPE,28397.97262
INOSTO_reverse,28380.97591
ATHRDHr_reverse,28339.93201
FACOAE181,28297.73827
NTPTP1,28199.90188
RHMND,28119.95353
SGSAD,28118.21406
O16GLCT1,28037.51536
ALPATG160pp,27918.59867
UMPK_reverse,27813.81124
GK1_reverse,27785.55742
RNDR2b,27735.00971
NADPHQR2,27721.05118
4PCP,27706.1783
PYK2,27680.85888
CYSDDS,27651.34377
PPDOy,27609.90566
ADK4_reverse,27584.11545
SERD_D,27507.13332
DAAD,27473.02376
BMOGDS1,27337.89485
GALS3,27314.25764
CLPNS120pp,27301.68336
MLTP2,27243.36347
CBLAT_reverse,27183.75746
2HESR,27159.73869
LPLIPAL2ATE160,27150.84664
AGPR,27140.71295
TDPADGAT,27137.47252
ACACCT,27123.73889
GALKr_reverse,27093.8564
METNA_reverse,27085.97543
NTP1,27027.32662
SDPTA_reverse,27000
GLCP,26911.79951
TDSK,26884.71438
GNK,26754.97352
PPM2_reverse,26740.7499
FRULYSK,26674.19432
ACACT7r_reverse,26653.29045
TMDS,26640
MDDCP3pp,26609.07923
FRULYSE_reverse,26511.74296
MDDCP2pp,26499.7787
RBK_L1,26478.88451
PSD141,26441.03704
TRE6PS,26430.17295
MLTGY3pp,26411.44996
AMALT3,26398.09512
TMAOR1pp,26365.14013
G2PPpp,26350.74038
MDDEP4pp,26327.99993
LYSAM,26321.80499
DHNCOAS,26258.64932
OP4ENH,26173.1843
3PEPTabcpp,26082.63514
FEOXAMR1,26079.92347
GLTPD_reverse,26014.78708
HEPK2,26010.86203
2AGPGAT140,26004.84427
2AGPGAT181,25994.16807
CLPNS140pp_reverse,25952.24174
AMANAPEr,25940.03066
LADGMDH,25938.68088
RMPA,25917.542
OXDHCOAT,25910.35692
GTHOr,25901.61614
4HTHRK,25833.20273
DDPGALA,25821.72449
BWCOGDS1,25790.66276
DHPTDNRN,25764.69374
NDPK4_reverse,25751.50973
CYTK2,25750.10172
NTPP10,25719.40426
LIPATPT,25688.03264
APG3PAT141,25623.64564
LYSAM_reverse,25606.02051
DDGALK,25598.32552
SUCBZS,25537.98661
PAPSR2,25460.24801
AMMQLT8,25407.58414
LPLIPAL2A161,25406.02561
ECOAH7_reverse,25171.19057
CXSAMS,25116.46412
S2FE2SS2,25109.73651
PEAMNOpp,25099.97591
NTD4,25068.67115
NTP3,24885.86102
DC6PDA,24868.36004
XYLK,24801.49779
GLCRAL,24765.1176
ICHORS_copy2,24753.81242
GLUCYS,24739.04104
MICITDr,24735.85224
MLTP1,24684.35694
TDPGDH,24678.10401
FCLPA,24648.80337
NDPK2,24602.14215
QMO2,24600.84318
ECOAH8_reverse,24530.3731
M1PD_reverse,24491.61456
DHORTS_reverse,24480
CTECOAI6,24446.50672
SOTA,24429.86623
AGM4PApp,24410.50695
GMPS,24356.93407
DASYN140,24327.98376
FACOAL60t2pp,24310.91002
EAR181x,24255.17127
AGM3PA,24213.93207
CTECOAI7,24212.59768
LPLIPAL2ATE141,24162.76916
3OXCOAT,24123.2729
PSD160,24120
TYRTA_reverse,24103.01587
SEPHCHCS,24093.61572
OHPHM,24071.53907
ALDD19xr,24043.86239
6D6SFK,24036.90232
AST,24033.07158
PYK4,23979.27789
CLPNS161pp,23978.23534
XYLI1,23950.64821
HACD7_reverse,23943.32058
CRNCBCT_reverse,23925.28542
TRPAS2,23909.43164
PYK6,23858.79456
DASYN141,23858.22041
HACD8_reverse,23805.65727
CYTDH,23757.87457
ALDD3y,23752.9732
AP4AS,23738.36358
ACACT8r,23737.87625
NMNDA,23640.84149
AGM3PApp,23614.90817
PETNT161pp,23599.62422
R5PPpp,23570.47054
E4PP,23567.45492
5DKGR_reverse,23521.17739
AAMYL,23490.41652
PSD140,23485.34589
NDPK3_reverse,23476.2708
ACP1_FMN,23467.23572
PGSA161,23465.32539
METS,1116
URACPAH,23399.76966
TPRDCOAS,23356.11375
AMPNTAT,23261.95502
IPPMIb,23255.09457
O16AT,23247.17566
PSP_Lpp,23226.39009
ALLK,23208.86213
AHGDx,23135.45055
FMNRx,23127.606
DHACOAH,23116.39998
MMCD,22988.03684
NO3R2bpp,22948.30134
RNDR1b,22837.66644
DMQMT,22755.67142
DOGULNR,22733.58578
LCADi,22726.49816
EDTXS2,22707.38756
PDXPP,22698.00031
LPLIPAL2E160,22686.53673
ASAD_reverse,22680
2AGPEAT180,22628.36988
FEENTERES,22628.10623
PSSA180,22589.43123
ACNML,22534.19094
ALATA_L2,22488.04715
DTMPK_reverse,22465.87078
CYTK1_reverse,22437.44545
GLTPD,22429.04508
FALDH2_reverse,22410.33031
HEPT3,22408.29661
OCTNLL,22382.26906
PYROX,22380.99194
SHGO,22357.77247
AMPN,22311.57137
UDCPDPpp,22302.93351
GNP,22285.81762
ALAGLUE_reverse,22236.80583
ILETA,22229.68578
PACCOAE,22170.16111
RBP4E_reverse,22153.75973
ALDD2y,22093.1682
CRNCBCT,22065.27
FACOAE141,22065.15168
O16GALFT,22063.75587
KAS15,22049.2422
NDPK1,22045.90831
FACOAL161t2pp,21999.51044
ILETA_reverse,21960
GTPDPK,21923.85937
OBTFL,21920.42484
ANHMK,21852.99274
GALCTLO,21845.1942
TRSARr_reverse,21843.31589
PSSA120,21806.89222
ACGAMK,21792.22839
TKT1_reverse,21768.90264
GHBDHx,21755.70782
SSALx,21752.97002
O16A4Lpp,21752.96452
NADPHXE,21725.95795
KG6PDC,21707.18087
3AMACHYD,21702.14096
NADH10,21675.04155
G3PAT161,21670.12086
ACPS1,21613.67893
PLIPA1A161pp,21566.39233
HADPCOADH3,21560.11817
THIORDXi,21554.20653
PTHRpp,21548.48395
CRNBTCT,21541.32361
PUACGAMS,21535.02252
OMMBLHXy,21532.4983
MALDDH,21531.68437
LACZpp,21454.23258
MLTP3,21419.81586
LPLIPAL1A140pp,21414.67088
M1PD,21414.05704
LPLIPAL2E180,21392.64662
ALAALAD,21385.38081
3OAR100_reverse,21350.28
2AGPEAT181,21320.30109
S2FE2SR,21311.91823
NTPP5,21294.56777
GTHPi,21215.21356
PGSA180,21211.67154
CLPNS181pp,21182.30828
CBIAT_reverse,21148.31387
PACCOAL,21124.09373
G3PAT140,21089.53063
BETALDHy,21034.4954
HEPK1,20974.87796
VPAMTr,20916.2244
DSBAO1,20873.21805
DHBS,20871.0962
AACPS3,20818.49733
CRNCAR_reverse,20738.59238
FACOAL160t2pp,20734.33515
SPMS,20729.78166
AM4PA,20712.18859
GLUNpp,20661.07493
PCNO,20632.68563
GGGABADr,20624.58608
FACOAL181t2pp,20613.48472
ASPT,20574.12224
CHOLID,20571.09954
DHFR_reverse,20559.74064
HPYRP,20546.33029
GLYCLTDx,20514.68636
MOGDS,20487.08051
USHD,20475.11943
LCARS_reverse,20440.77639
GALCTND,20418.46137
PPPNDO,20380.61275
MCITL2_reverse,20380.45042
FRULYSE,20347.52166
APPLDHr_reverse,20318.82558
PNSPA,20269.59981
CRNDCAL2,20216.42014
HPACOAT,20199.22046
FUM_reverse,2156.14877
MLTP2_reverse,20152.04116
ACPPAT160,20129.32772
AGM4PA,20099.44301
2DGULRx,20094.4938
GGGABADr_reverse,20083.16025
ALAALAr_reverse,20079.23664
ACMAMUT,20034.19254
OHPBAT_reverse,20025.08515
CPMPS,19871.43998
IDOND_reverse,19846.42749
APH160,19803.85527
AACPS4,19801.47101
F6PA_reverse,19796.27081
FDMO3,19785.56126
FCLPA_reverse,19739.33073
TREH,19724.51893
FACOAL180t2pp,19696.91639
G3PAT160,19657.24406
FACOAL120t2pp,19622.55997
IDOND,19621.3609
GLCTR1,19615.95287
RNDR3b,19613.29221
PUNP6,19606.60291
LPLIPAL2ATG181,19600.74689
2DGULRy,19562.41623
OCBT_reverse,19557.83972
DHNPTE,19512.83723
DHCINDO,19495.60768
GLYCDx,19473.16795
PAPA181,19467.0968
URIK1,19423.5383
FACOAL100t2pp,19405.05356
E4PD_reverse,19375.48784
AACPS8,19300.13799
AACPS7,19220.43512
ALLPI,19201.33747
DKGLCNR2x,19157.06075
REPHACCOAI,19156.91578
CLPNS160pp_reverse,19150.79185
PUNP7,19138.3919
NADH5,19111.97638
AMANK,18940.18921
NTD5pp,18932.08788
CDGR,18930.24966
ECOAH8,18863.03522
LPLIPAL2A180,18839.70967
GLGC,18829.61562
MPTG,18797.02545
PUNP5,18776.87584
PSURIK,18771.63941
PCNO_reverse,18766.78821
PGSA141,18750.23108
TMAOR2pp,18727.86361
NODOy,18721.97778
CLPNS141pp_reverse,18706.27168
F6PP,18699.03043
2AGPEAT141,18684.28389
SPMDAT2,18678.29696
AGPAT141,18651.92002
PSSA140,18624.88315
TDPDRE,18583.91096
FACOAL141t2pp,18524.51186
EAR140x,18506.45411
ARHGDx,18504.6326
CCGS,18471.57179
APG3PAT160,18407.65507
O16AP1pp,18394.40465
NTD1,18381.74158
GMAND,18347.65327
HKNTDH,18327.29297
PSSA181,18305.1176
HADPCOADH3_reverse,18258.39275
SARCOX,18240.21953
DAGK120,18231.9674
GUI1_reverse,18227.31552
G3PAT181,18222.06537
CLPNS180pp,18171.28853
NTD6pp,18118.8497
RMI_reverse,18114.75932
MOCDS,18106.42146
DAGK161,18097.76754
PSD181,18069.53214
NTD1pp,18062.0881
LPLIPAL1E120pp,18049.24557
BETALDHx,18043.37702
CYNTAH,18024.11929
IGPS,18000
PRAIi,18000
ANPRT,18000
TRPAS2_reverse,18000
GMPS2,18000
ACOTA,17996.38411
YUMPS,17972.16522
NTD9pp,17969.26403
ORPT_reverse,17956.83112
PAPA141pp,17942.63231
ACP1p,17920.62895
THRA2,17869.47753
R15BPK,17862.19588
MACPD,17858.85608
DHPTPE_reverse,17788.09141
PAPA161,17767.63809
DHPTPE,17759.95224
PUNP1,17754.49068
ALAALAr,17736.16695
POAACR,17716.71901
MCOATA,17706.54298
CBIAT,17689.46963
DGUNC,17685.97519
FA120ACPHi,17684.13687
HXPRT,17665.84585
FMNRx2,17654.45437
PRAGSr_reverse,17654.10147
IPMD,17640
DSERDHr_reverse,17622.70624
APH181,17581.02807
DHFR,17578.90389
AGMH,17554.43253
UAGAAT,17547.89693
T2DECAI_reverse,17543.29767
ANS,17526.9833
PGPP141pp,17501.08267
2DGULRGx,17496.28312
FACOAL80t2pp,17459.32014
OAADC,17454.56417
2AGPGAT120,17444.69856
PGPP180,17375.97622
NDPK3,17317.19681
SDPTA,17299.46712
DASYN180,17275.5872
IMPC,17248.07481
PGPP181,17233.97969
2AGPEAT120,17213.08318
CLPNS120pp_reverse,17185.48773
GUAPRT,17179.19996
DKGLCNR2y,17120.40057
