id,kcat
LPLIPAL1A140pp,3725460
LPLIPAL2E180,3725460
LPLIPAL2A180,3725460
LPLIPAL1A141pp,3725460
LPLIPAL2A160,3725460
LPLIPAL1A120pp,3725460
LPLIPAL2A141,3725460
LPLIPAL2A120,3725460
LPLIPAL1A180pp,3725460
LPLIPAL2A140,3725460
IGPDH,3600000
UAMAGS,3596400
UGMDDS,3596400
TMPPP,3596400
THIORDXi,3429289.137
ECOAH1_reverse,3345870
ECOAH1,3345870
PGK_reverse,3322215
AOXSr2,3285398.123
PGCD,3259812.857
ACKr,3147120
LGTHL,2805359.999
G1PACT,2764202.4
XYLK,2569370.4
ALLTN,2533727.454
G6PP,2520000
RMI_reverse,2387438.64
HEX7,2310746.4
P5CR,2268260.219
FUM,2095740
NDP3,2073051.733
ACS,2071300
OCBT,2039312.58
OCBT_reverse,2039312.58
PUNP7_reverse,1935298.286
PUNP5_reverse,1935298.286
PUNP2_reverse,1935298.286
PUNP3_reverse,1935298.286
PUNP1_reverse,1935298.286
LACZ,1911960
LACZpp,1911960
ADNCYC,1870508.31
GLYOX,1867911
MDH,1866049.412
LDH_D,1857960
NTP10,1849675.211
NDP7,1828990.311
CDPPH,1828990.311
PPBNGS,1827180
ACODA,1825759.416
GLBRAN2,1800270
GLDBRAN2,1800270
HPPK2,1798506
PRFGS,1798290
MCPST,1722768.546
MDH_reverse,1711311.935
UDPG4E,1635710.96
LDH_D_reverse,1632000
FUM_reverse,1599415.714
G6PDH2r,1595032.941
HISTP,1550718.771
PYK2,1540743
PYK4,1540743
PYK3,1452685.846
PPNDH,1451180.975
ARGSL_reverse,1445385.6
CBPS,1443093.231
NNDPR,1443067.2
PPS,1416119.76
THRS,1343411.116
PTA2,1302064.364
ASNNpp,1294539.408
ASNN,1294539.408
UDPGALPpp,1256580
UACGALPpp,1256580
UACGAMPpp,1256580
TYRTA,1209339.343
PUNP6_reverse,1200916.8
PUNP4_reverse,1200916.8
UPPDC1,1199329.2
GTHOr,1168424.727
DURIPP_reverse,1138459.5
PGM,1132837.636
ALCD2x_reverse,1127205
TREHpp,1125766.8
TREH,1125766.8
CYSS,1100813.539
GLCS1,1093500
DADK,1088371.89
PGM_reverse,1087829.223
CBMKr,1082160
CBMKr_reverse,1082160
ZNabcpp,1080000
ZN2abcpp,1080000
AKGDH,1069545
UGLT,1062332.308
UGLT_reverse,1062332.308
ASPTA_reverse,1057800
BUTCT,1044000
HXCT,1044000
ACACCT,1044000
G6PDA,1036669.091
GK1,1034562.857
GK1_reverse,1034562.857
DGK1_reverse,1034562.857
DGK1,1034562.857
FTHFLi,1030902.546
UPP3S,1029909.6
PGK,994061.6572
GLYCK,990000
HSTPT,965513.5286
HYD3pp,963614.7
ORPT_reverse,945441.648
U23GAAT,943200
SERD_L,940849.8545
DCTPD,927756
SULR,917432.3077
THD2pp,912480.0001
HCYSMT,899817.75
HCYSMT2,899817.75
UDPG4E_reverse,886123.6362
MGSA,877072.5
TRSARr,874800
TRSARr_reverse,874800
ILETA,860344.6154
AGDC,852525
GTHOr_reverse,841320
ARGSL,829718.7998
ASAD,826400.0002
ARAI,810853.0909
CPPPGO2,810072
NTPP10,809014.909
NTPP11,809014.909
UDPGPpp,769471.8001
LSERDHr,765907.2
LSERDHr_reverse,765907.2
ASAD_reverse,765074.9999
PAPPT3,734587.2
TRE6PS,734256
VALTA,733943.9999
PRAGSr,732024
PRAGSr_reverse,732024
ACONTa,730008
ACONTb_reverse,730008
ACONTa_reverse,730008
ACONTb,730008
TAUDO,726019.2
NAMNPP,719735.04
GLUTRR,719683.2
MCOATA,718809.3137
MCOATA_reverse,718809.3137
GLYCK2,701501.5386
NDPK4_reverse,701471.8001
NDPK2,701471.8001
NDPK3_reverse,701471.8001
NDPK1,701471.8001
NDPK3,701471.8001
NDPK8,701471.8001
NDPK8_reverse,701471.8001
NDPK2_reverse,701471.8001
NDPK4,701471.8001
NDPK7_reverse,701471.8001
NDPK5_reverse,701471.8001
NDPK7,701471.8001
NDPK6_reverse,701471.8001
NDPK5,701471.8001
NDPK6,701471.8001
NDPK1_reverse,701471.8001
GALS3,696979.0588
OP4ENH,695360.0002
THRD_L,687060
PHETA1,676971.0461
SDPDS,674179.9801
NADH16pp,672908.5332
NADH17pp,672908.5332
NADH18pp,672908.5332
NODOx,663895.3846
UGLYCH,662593.5
NHFRBO,660250.2856
HXAND,657600.0001
PDH,653121.1638
TALA,641124
TALA_reverse,641124
PHETA1_reverse,635971.2001
CBLAT_reverse,634775.2272
CBIAT_reverse,634775.2272
CBIAT,634775.2272
MTHFD,630387.6923
MTHFD_reverse,630387.6923
3OXCOAT,623180.0002
UMPK,614868.0001
UMPK_reverse,614868.0001
ALCD2x,614130.9232
METS,613235.0401
L_LACD2,608580
L_LACD3,608580
OAADC,600704.6036
PSP_L,600507.702
PSP_Lpp,600507.702
GALUi,596285.3142
HEX1,589223.9999
CYSTA,581166
MLDCP2Bpp,576000
MLDCP2App,576000
MLDCP1Bpp,576000
MLDCP1App,576000
MLDCP3App,576000
ASPTA,574227.6923
NODOy,564859.3846
GLYCL,562976.4704
THRD,560148.0001
3OAR181,553971.2728
3OAR40,553971.2728
3OAR180,553971.2728
3OAR161,553971.2728
3OAR141,553971.2728
3OAR121,553971.2728
MLTG3,549960.0361
NADTRHD,548539.2
CYTK1,544525.2
RMI,539316
URIK1,526466.952
CYTDK1,526466.952
CYTDK2,526466.952
CYANST,524520
CYANSTpp,524520
ADK3_reverse,523137.6
ADK3,523137.6
TYRTA_reverse,522925.2
TMDPP,518695.9999
TMDPP_reverse,518695.9999
UAGDP,507204
MALS,504108
GLNS,503402.6668
ICDHyr,498080.0002
TDPDRE,498055.95
GUAD,495432
ACCOAL,494948.5715
3OAR60,491674.1537
3OAR100,491674.1537
3OAR80,491674.1537
3OAR160,491674.1537
3OAR120,491674.1537
3OAR140,491674.1537
ME2,489660.6316
CA2tex_reverse,484674.75
CA2tex,484674.75
ASPT,474852.857
ME1,472238.3999
EDTXS1,471600
MLTG1,469809
MLTG5,469809
MLTG4,469809
NTRIR2x,468000
AMALT1,466469.1691
AMALT2,466469.1691
AMALT4,466469.1691
AMALT3,466469.1691
ETHAAL,463839.3817
AMPTASECG,463205.4545
GAPD,450842.4
GAPD_reverse,450842.4
ADSL2r,443916
ADSL1r,443916
ADSL1r_reverse,443916
ADSL2r_reverse,443916
GLCRAL,431236.8
LYSDC,426512.291
A5PISO,424938.4614
A5PISO_reverse,424938.4614
SHCHCS3,422550
3OAR40_reverse,422143.5427
3OAR180_reverse,422143.5427
PRAIi,411930
G3PT,410860.0001
DRPA,387265.32
ATPS4rpp,386596.0001
ATPS4rpp_reverse,386596.0001
PPM2,381420
PPM2_reverse,381420
PFK_3,380121.9599
PFK_2,380121.9599
GTPDPDP,375635.88
NADDP,375317.55
ALAALAD,373601.52
ASPCT,371765.9999
PPA,370525.8463
SHSL1,365432.7272
SHK3Dr,353525.8909
CHOLD,348103.0588
NTD2pp,347934.6
NTD4,347934.6
NTD9pp,347934.6
NTD10pp,347934.6
NTD4pp,347934.6
NTD7pp,347934.6
NTD11pp,347934.6
NTD9,347934.6
NTD2,347934.6
NTD7,347934.6
NTD10,347934.6
NTD11,347934.6
ICL,347321.4546
PPAKr,347142.8571
PPAKr_reverse,347142.8571
DHORDfum,345689.3947
CTECOAI7_reverse,343538.2373
CTECOAI8_reverse,343538.2373
CTECOAI8,343538.2373
CTECOAI6_reverse,343538.2373
CTECOAI6,343538.2373
CTECOAI7,343538.2373
TDPGDH,340896.96
DHPTDNRN,323785.1613
DHPTDNR,323785.1613
APCS,322629
SUCBZS,322400
ADD,320762.82
GMPS,317886.9
GMPS2,317886.9
3OAR120_reverse,316796.9835
3OAR80_reverse,316796.9835
3OAR100_reverse,316796.9835
3OAR60_reverse,316796.9835
3OAR160_reverse,316796.9835
3OAR140_reverse,316796.9835
LCADi,316640
MTHFR2,315370.9091
METSOXR1,313919.8154
METSOXR2,313919.8154
AMAOTr_reverse,300452.5
CYTK1_reverse,300430.96
CYTK2_reverse,300430.96
DHQTi,294428.5714
PPM,292975.7143
PPM_reverse,292975.7143
FADRx,292201.2
GND,290229
NTD5pp,290100
NTD1,290100
NTD6pp,290100
NTD1pp,290100
NTD3pp,290100
NTD8pp,290100
NTD6,290100
NTD3,290100
NTD5,290100
NTD8,290100
GTPCII2,289966.04
BETALDHy,289208.5714
BETALDHx,289208.5714
GLUDy,288060.0923
ICDHyr_reverse,286973.2443
ORNDC,284206.1539
DHPS2,277279.9754
GLGC,273324.5143
SHK3Dr_reverse,272632.1054
XAND,271309.0909
SUCOAS_reverse,268855.2
MMCD,268702.8
PPC,268549.0875
OXCDC,267660
PFK,265976.6
PYNP2r,263696
PYNP2r_reverse,263696
G1PPpp,263400
G1PP,263400
ACGAM1PPpp,263400
ACGAL1PPpp,263400
EDA,259742.268
MCITL2,259416
MCITL2_reverse,259416
ALKP,253046.88
NADPPPS,253046.88
DAPE,251231.85
DAPE_reverse,251231.85
OMPDC,248163.1579
M1PD_reverse,244395
M1PD,244395
GUI2_reverse,244320
GUI1,244320
GUI2,244320
GUI1_reverse,244320
HSDy_reverse,243007.2
GHMT2r,241893.8182
DHORTS,234949.0909
DHORTS_reverse,234949.0909
ENO,234341.3332
ENO_reverse,234341.3332
ACGK,228480
DAPAL,216683.7231
GUACYC,215973.8182
URDGLYCD,214605
SUCBZL,212736
RBK_L1,212328
PGMT,207523.2
PGMT_reverse,207523.2
MSAR,207378
AP4AH,202471.2
UAMAS,201252.96
GHMT2r_reverse,193916.5714
DAAD,192472.1333
FMNRx,188443.7673
CSND,185341.2632
CYTK2,183744
SSALy,182752.9412
SSALx,182752.9412
E4PD_reverse,179824
E4PD,179824
GLCP2,177517.9608
MLTP1_reverse,177517.9608
MLTP2,177517.9608
MLTP1,177517.9608
MLTP3,177517.9608
MLTP2_reverse,177517.9608
MLTP3_reverse,177517.9608
PUNP3,177230.7692
GRXR,175018.5
CS,173612.3077
GLUR,172913.8737
DAGK160,171702.1636
NADHPO,163862.2154
ALATA_L_reverse,163772.1818
KG6PDC,162900
DKGLCNR2y,160020
ADSK,155611.44
PGLYCP,154725.75
TRPS1,153427.8461
SHKK,152960
ALAR,152416.8
LYSAM,149549.4
LYSAM_reverse,149549.4
ALATA_L,149031.36
AMPN,148800
ACP1_FMN,146713.8461
AMANK,146080
DHFS,145659.744
PPND,142255.2
ACLS,140584.4308
DDPA,138987.9428
PRPPS,138218.4
PRPPS_reverse,138218.4
UPP3MT,136800
NNDMBRT,136526.4
PCNO,134400
PCNO_reverse,134400
ARAI_reverse,134329.451
FLVRx,132284.34
ADA,131727
ACHBS,131391.2571
GLUN,127426
GLUNpp,127426
AACTOOR,126760.2546
HEX4,126135.8182
PUNP6,122306.4
PUNP7,122306.4
PUNP2,122306.4
PUNP4,122306.4
MDDCP5pp,121835.8385
MDDCP1pp,121835.8385
MDDCP3pp,121835.8385
MDDCP2pp,121835.8385
MDDCP4pp,121835.8385
G3PD7,119880
FADRx2,118998.792
ADK1,117273.96
ADK1_reverse,117273.96
DADK_reverse,117273.96
PEAMNOpp,116539.2
ICHORT,116126
TDPDRR,115920
GALKr,115898.4
PACCOAL,114545.4546
PSCVT_reverse,112500.0437
GALKr_reverse,110843.388
UAPGR,108747.6923
DURIPP,108121.8461
ALDD19xr,107813.4546
ALDD19xr_reverse,107813.4546
TRPS2,104461.65
PUNP1,103077
SUCOAS,102871.6364
PLIPA2A160pp,102572.8364
PLIPA2A141pp,102572.8364
PLIPA2A140pp,102572.8364
PLIPA2A120pp,102572.8364
PLIPA2A180pp,102572.8364
PNTK,99922.53913
3NTD7pp,98689.5
3NTD4pp,98689.5
3NTD2pp,98689.5
3NTD9pp,98689.5
DADA,98407.26317
EAR181y,97067.99999
EAR161y,97067.99999
EAR141y,97067.99999
EAR160y,97067.99999
EAR180y,97067.99999
EAR121y,97067.99999
EPMEACPR,97067.99999
EGMEACPR,97067.99999
PPCK,96962.89655
NTPP3,96181.7143
UDPGD,93523.12942
42A12BOOXpp,92996.39999
FLVR,91896.13566
AB6PGH,91298.03479
MEPCT,90396
TYROXDApp,89301.08689
PMANM,89293.84614
PMANM_reverse,89293.84614
XYLI1,87497.75171
PGPP120pp,86400
SDPTA_reverse,86400
PGPP180,86400
SDPTA,86400
PGPP181,86400
PGPP161,86400
PGPP160pp,86400
PGPP180pp,86400
PGPP160,86400
PGPP181pp,86400
PGPP161pp,86400
PGPP120,86400
TRPS3,85361.3064
GLUSy,84960
IPMD,84240
OMCDC,84240
FMNRx2,83016
HPPPNDO,81792
DHCINDO,81792
GUAPRT,81682.46183
ASP1DC,81534.96
MG2uabcpp,81000
NTPP4,79657.7647
GLCRD,78345.81817
GTHS,78000.92309
ALLK,77142.85715
ASPK,75289.0909
ASPK_reverse,75289.0909
DUTPDP,74088
GLUDC,73786.41
XYLI2,72319.55296
SARCOX,72104.4
NTP3,71491.83307
NTP3pp,71491.83307
ABTA,71091.5143
ACOAD3f_reverse,70896.60601
ACOAD5f_reverse,70896.60601
ACOAD6f_reverse,70896.60601
ACOAD7f_reverse,70896.60601
ACOAD3f,70896.60601
ACOAD5f,70896.60601
ACOAD6f,70896.60601
ACOAD7f,70896.60601
ADPRDP,70587.52942
DAPDC,70580.00002
HSST,68479.99999
FBP,68460.00001
GLXCL,68040
DDGALK,67500
PSCVT,67464.03204
SERD_D,67395.85715
LEUTAi,66782.00002
VALTA_reverse,66782.00002
ILETA_reverse,66782.00002
INSH,66220.40002
RBP4E,64040.8
RBP4E_reverse,64040.8
DBTS,62516.73751
DHBD_reverse,62421.7091
DHBD,62421.7091
DPR,60634.2857
RBK,60150.85715
RMPA,59904
RMPA_reverse,59904
ALDD2y,58605.48
TRDR,58238.22222
EAR181x,55999.0008
EAR141x,55999.0008
EAR121x,55999.0008
EAR180x,55999.0008
EAR160x,55999.0008
EAR161x,55999.0008
THFAT,55410.00001
FOMETRi,55410.00001
KDOPS,55375.2
DDGLK,55242
TRE6PH,55198.2857
CYSSADS,54673.72614
GDPDPK,54438.00001
DHAD1,53623.66154
DHAD2,53623.66154
NADK,53413.2
CFAS180E,52820.22856
CFAS160G,52820.22856
CFAS180G,52820.22856
CFAS160E,52820.22856
KDOCT2,52679.99999
MCITS,52531.2
GLYCDx,52111.19999
XPPT,52075.78877
AIRC3_reverse,51959.99999
AIRC3,51959.99999
GTPCI,51908.11999
PGL,51480
NTPP1,51435.72
NTPP5,51435.72
NTPP7,51435.72
PPCSCT,51120
UDPGALM,49496.08799
ALAALAr_reverse,49166.18183
ALAALAr,49153.32738
PYDXNK,49056.84
ABUTD,48962.57144
DDPGALA_reverse,48681.60001
DDPGALA,48681.60001
FCLPA,46752.00001
FCLPA_reverse,46752.00001
GF6PTA,46089
TRPAS2_reverse,45490.9091
GTHRDHpp,44820
ATHRDHr_reverse,44287.2
ATHRDHr,44287.2
AOBUTDs,44287.2
NNATr,42608.61565
HSK,42414.54545
GTPDPK,42181.41175
ACCOAC,41806.8
DTARTD,41280.00001
S7PI,40848.00001
CYTDH,40446.94738
AHGDx_reverse,40147.99999
AHGDx,40147.99999
ACALD,39708
ICHORS_copy1,39634.36362
ICHORS_copy2,39634.36362
NNATr_reverse,39062.08033
FACOAE100,39036.40614
FACOAE160,39036.40614
FACOAE120,39036.40614
FACOAE140,39036.40614
FACOAE180,39036.40614
DHFR,38876.72728
PTPATi,37723.56682
KAS15,37375.13999
ACGAMK,37204.74
AIRC2,36951.59999
FBA,36892.16471
ICHORS_copy2_reverse,36871.49999
23PDE7pp,36432
23PDE2pp,36432
23PDE4pp,36432
23PDE9pp,36432
XTSNH,36206.74285
DHFR_reverse,36126
NNAM,35911.08
3HAD60,35828.68
3HAD140,35828.68
3HAD160,35828.68
3HAD120,35828.68
3HAD100,35828.68
3HAD80,35828.68
ACNML,35818.8
GPDDA2pp,35568.78667
GPDDA1pp,35568.78667
GPDDA1,35568.78667
GPDDA2,35568.78667
TRE6PP,35442
HPYRRx,34994
CYSTL,34002
GNK,33840
UAGAAT,33000
UAGAAT_reverse,33000
ADPT,31931.18667
ACALD_reverse,31756.68
NTP1,31666
ATPM,31666
IMPD,31659
PMEACPE,31104
IMPC_reverse,30960
IMPC,30960
ANS,30897.8
HXPRT,29510.152
PFL,28737
OBTFL,28737
PRMICI_reverse,28498.5
PRMICI,28498.5
GRTT,28417.54286
DTMPK,27985.09091
NMNAT,27709.78505
TGBPA,26584.5
TGBPA_reverse,26584.5
BPNT,26505
DPCOAK,25492.44
PYDXK,25358.08695
GALCTD,25272
SPMS,25013.45454
NTPP9,24891.6
NTPP6,24891.6
NTPP2,24891.6
NTPP8,24891.6
ALAGLUE,24867.25714
ALAGLUE_reverse,24867.25714
P5CD,24321.6
GARFT,22952.16
GARFT_reverse,22952.16
URIH,22102
PDE4,22096.84909
SADT2,21832.29474
GGPTRCS,21384
DXPS,21076.36364
SFGTHi,20931.42857
DASYN161,20904
DASYN160,20904
DASYN140,20904
DASYN141,20904
DASYN180,20904
DASYN181,20904
DASYN120,20904
GALCTND,20664
ACM6PH,20520
ADNK1,20288.12903
FBA_reverse,20255.4
FBA3,20255.4
FBA3_reverse,20255.4
CDGS,19440
HSDy,19245.6
MTAN,19165.09091
TRPAS2,18958.90909
PYDXPP,18736
PDXPP,18736
HYPOE,18736
PDE1,18697.85723
HISTD,18329.56364
ALCD19_reverse,18144.88358
ALCD19,18144.88358
ALAR_reverse,17982
G1PTT,17419.89
CYSDS,17014.275
CTPS2,16687.1647
ADMDC,16389.04362
FORCT_reverse,16290
FORCT,16290
XYLI1_reverse,15633
GMAND,15537.6
ORPT,15318.36
PRAMPC,15183
DNTPPA,14760.54
HKNDDH,14464.8
HKNTDH,14464.8
MI1PP,14072.4
IGPS,13990.8
TMDS,13940.47059
SOTA,13440
UAAGDS,13350.85714
GSPMDA,12960
GSPMDS,12886.10526
DHBS,12396
ARGDCpp,12120.54546
ARGDC,12120.54546
FA141ACPHi,11818.05517
FA140ACPHi,11818.05517
FA161ACPHi,11818.05517
FA160ACPHi,11818.05517
UAGCVT,11814.54546
IPPMIb_reverse,11520
IPPMIa_reverse,11520
IPPMIb,11520
IPPMIa,11520
MALTabcpp,11160
CU1abcpp,11088
UAG2E_reverse,10908.9
UAG2E,10908.9
IPPS,10907.28
MICITDr_reverse,10800
MICITDr,10800
DTMPK_reverse,10698.0353
PYAM5PO,10321.51305
RNDR3,10192.2
RNDR2,10192.2
RNDR4,10192.2
RNDR1,10192.2
THRA,10055.9481
MNNH,9947.999999
IPDPS,9504
DMPPS,9504
GDPTPDP,9488.999999
PPGPPDP,9488.999999
ADNUC,9428.53091
NMNDA,9335.999999
PANTS,9314.399999
KARA2,9268.628573
KARA2_reverse,9268.628573
DHAPT,9074.999999
KARA1,9073.095653
XYLI2_reverse,8727.525
TDSK,8640
FEROpp,8621.217392
DURIK1,8515.8
MECDPS,8399.999999
UDCPDPS,8235.163739
ASNS1,8057.25
ACGS,7920
UAGPT3,7916
ACBIPGT,7890.599999
ADSS,7778.215386
UPPRT,7702.92
ATPPRT,7692.000001
AHCYSNS,7674.063001
GPDDA4pp,7360.56
GPDDA3pp,7360.56
GPDDA3,7360.56
GPDDA4,7360.56
ASNS2,7282.8
RBFK,7219.500001
ASPO6,7169.22
INOSTO,6862.200001
INOSTO_reverse,6862.200001
PPCDC,6720.000001
PPNCL2,6545.999999
AP5AH,6239.999999
METAT,5961.661625
URIK2,5767.38
PGAMT,5639.04
PGAMT_reverse,5639.04
PMDPHT,5574.399998
AGMT,5457.6
KARA1_reverse,5054.4
ANPRT,4359.96
PERD_reverse,4320
PERD,4320
ACOTA_reverse,4266
ACOTA,4266
PPPGO,4009.545641
PPPGO3,4009.545641
PSERT,3856.5
OHPBAT_reverse,3856.5
OHPBAT,3856.5
GLUTRS,3652.155
UHGADA,3589.800001
SPMDAT1,3579.48
SPMDAT2,3579.48
NADS1,3468.359999
LALDO3,3446.181817
HOPNTAL,3337.2
PYDAMK,3275.399999
CHRPL,3122.64
TMDK1,3096
CBL1abcpp,3042
CBIuabcpp,3042
GLYOX3,3001.81091
FDMO4,2963.999999
FDMO2,2963.999999
FDMO,2963.999999
MOHMT,2811.6
ACOAD1f,2792.772
CPPPGO,2750.764651
GOFUCR,2700
ADOCBLS,2412
OCTDPS,2412
NTP5,2286
PAPSR,2199.2
PAPSR2,2199.2
DMATT,2158.457144
KDOPP,2125.8
RBFSb,2112.797999
TDP,2040.631578
G1SAT_reverse,1836
G1SAT,1836
ADCS,1786.619128
DURADx,1764
DURADx_reverse,1764
CHORS,1580.94
ACPS1,1486.457143
UACMAMO,1440
TDPAGTA,1368
DHNPA2r_reverse,1242.960001
DHNPA2r,1242.960001
GMPR,1213.2
UDPGDC,1089
RBFSa,1006.207715
FCLT,1002.52575
PDX5POi,929.52
HMBS,900
AMAOTr,820.9090908
ADOCBIK,795.6
HMPK1,779.6571444
RHCCE,716.4
SEPHCHCS,687.6
GLYAT_reverse,645.7200012
APPLDHr_reverse,645.7200012
GLYAT,645.7200012
APPLDHr,645.7200012
LIPATPT,626.4
ASR,554.4
3OAS180,485.154
3OAS121,485.154
3OAS141,485.154
3OAS161,485.154
ARABDI,379.8
FCI_reverse,379.8
ARABDI_reverse,379.8
FCI,379.8
OGMEACPD,360
OPMEACPD,360
PMPK,272.0400012
CDGR,270.468
TMPK,226.8
CBLAT,221.3679996
FMNAT,168.39666
ACOATA,159.5999988
ACOATA_reverse,159.5999988
KAS14,159.5999988
G3PAT161,107.082
G3PAT140,107.082
G3PAT160,107.082
G3PAT181,107.082
G3PAT120,107.082
G3PAT141,107.082
G3PAT180,107.082
3OAS181,104.4
AACPS3,57.6
AACPS8,57.6
AACPS6,57.6
AACPS1,57.6
AACPS2,57.6
MPTAT,4.32
